gene	mean	median	longest_isoform	merged
ENSG00000239705.3	980	862	1487	2231
ENSG00000165219.23	5951	5258	9176	10735
ENSG00000214593.3	246	246	246	246
ENSG00000200554.1	107	107	107	107
ENSG00000227845.2	442	442	442	442
ENSG00000297528.1	479	479	479	479
ENSG00000297553.1	1117	935	1596	1939
ENSG00000274510.1	282	282	282	282
ENSG00000287782.2	1058	1058	1058	1058
ENSG00000119487.17	2945	3131	3369	3694
ENSG00000243845.3	306	306	306	306
ENSG00000227068.1	633	633	633	633
ENSG00000214761.3	960	960	960	960
ENSG00000229582.4	1030	751	2176	2581
ENSG00000305705.1	685	685	749	1202
ENSG00000167081.18	2821	2814	2902	3161
ENSG00000308237.1	889	889	889	889
ENSG00000232413.1	316	316	316	316
ENSG00000298333.1	299	299	299	299
ENSG00000306161.1	749	749	749	749
ENSG00000297108.1	456	456	456	456
ENSG00000299285.1	422	422	422	422
ENSG00000293938.1	902	902	1163	1644
ENSG00000288537.1	2102	2102	2102	2102
ENSG00000228392.4	2077	2077	3318	3732
ENSG00000196814.15	3752	3752	4838	6774
ENSG00000298924.1	983	983	983	983
ENSG00000253079.1	370	370	370	370
ENSG00000252985.1	78	78	78	78
ENSG00000295036.1	982	982	1210	1595
ENSG00000233721.2	1223	1223	1385	1769
ENSG00000279137.1	1934	1934	1934	1934
ENSG00000295086.1	449	449	535	582
ENSG00000224842.3	738	761	974	2518
ENSG00000136944.19	6309	6312	6324	6345
ENSG00000238010.1	394	394	394	394
ENSG00000286428.2	3340	3340	3340	3340
ENSG00000293823.1	717	717	717	717
ENSG00000169155.10	5828	5851	5940	7052
ENSG00000288995.1	1706	1706	1706	1706
ENSG00000296351.1	953	953	953	953
ENSG00000177125.6	6594	6594	6599	6711
ENSG00000136828.19	2552	2017	6330	8697
ENSG00000136859.10	3009	3009	3443	3443
ENSG00000310341.1	432	432	432	432
ENSG00000228487.3	803	803	963	1606
ENSG00000136895.19	3575	3575	3599	3890
ENSG00000297688.1	1349	1349	1349	1349
ENSG00000229369.1	589	589	589	589
ENSG00000271833.1	628	628	628	628
ENSG00000136856.18	1689	1850	2145	2176
ENSG00000196152.10	2108	2135	2194	2302
ENSG00000197958.13	566	566	634	634
ENSG00000201302.1	130	130	130	130
ENSG00000148356.15	3081	3096	3376	3649
ENSG00000200788.1	113	113	113	113
ENSG00000136830.12	3851	3851	3942	4014
ENSG00000136854.26	3243	3782	4193	9215
ENSG00000279571.3	743	743	743	743
ENSG00000187024.15	1495	1266	2692	3364
ENSG00000283874.1	109	109	109	109
ENSG00000160401.15	2750	2750	3704	3808
ENSG00000167094.16	2874	2874	2874	2874
ENSG00000160404.18	1889	1855	2477	2478
ENSG00000299648.1	606	606	606	606
ENSG00000095370.20	2801	2772	3051	4199
ENSG00000286196.2	1957	1957	2332	3805
ENSG00000295129.1	451	451	451	451
ENSG00000300930.1	540	540	540	540
ENSG00000136807.14	2483	2483	2483	2483
ENSG00000283863.1	91	91	91	91
ENSG00000284547.1	90	90	90	90
ENSG00000136877.16	2067	2230	2284	2505
ENSG00000106991.15	2563	2741	3198	4027
ENSG00000225032.5	2055	2055	2055	2055
ENSG00000222421.1	109	109	109	109
ENSG00000222455.1	111	111	111	111
ENSG00000106992.19	1228	757	2192	2474
ENSG00000257524.6	1947	1947	1947	1947
ENSG00000263979.1	81	81	81	81
ENSG00000295577.1	393	393	393	393
ENSG00000160408.16	2343	2408	2448	2633
ENSG00000305432.1	285	285	285	285
ENSG00000136840.19	1706	1706	1706	1706
ENSG00000227218.8	827	778	1105	1809
ENSG00000167103.12	1640	1640	2176	2336
ENSG00000136908.18	825	825	912	1431
ENSG00000167106.12	3984	3984	4617	4800
ENSG00000230848.2	482	482	483	658
ENSG00000171169.9	3398	3398	3398	3398
ENSG00000148339.13	3563	3474	3821	4950
ENSG00000230536.1	765	765	765	765
ENSG00000234771.3	6391	6391	6391	6391
ENSG00000297862.1	770	583	1147	1205
ENSG00000148334.16	1602	1598	1901	2660
ENSG00000232850.3	2100	2100	2100	2100
ENSG00000148346.12	766	820	848	1040
ENSG00000308297.1	343	343	343	343
ENSG00000298354.1	477	477	477	477
ENSG00000171159.5	704	704	704	704
ENSG00000148337.22	3087	2907	4259	5663
ENSG00000106976.22	3362	3231	4734	4911
ENSG00000207581.1	110	110	110	110
ENSG00000264823.3	84	84	84	84
ENSG00000167110.19	3720	4239	4359	4588
ENSG00000307791.1	647	647	647	647
ENSG00000175854.15	787	818	1048	1525
ENSG00000307771.1	1279	1279	1279	1279
ENSG00000167112.10	5426	5426	5426	5426
ENSG00000272696.1	573	573	573	573
ENSG00000167113.11	977	942	1245	2498
ENSG00000167114.13	2393	2393	3229	3229
ENSG00000223551.1	618	618	618	618
ENSG00000167118.11	1799	1699	3045	4368
ENSG00000207955.5	1504	1504	1504	1504
ENSG00000284185.1	97	97	97	97
ENSG00000283335.1	88	88	88	88
ENSG00000302509.1	577	577	577	577
ENSG00000167123.20	3754	3754	5201	5201
ENSG00000273186.1	409	409	409	409
ENSG00000228510.2	1734	1734	1734	1734
ENSG00000136811.17	2785	2569	3890	4635
ENSG00000225951.2	542	542	542	542
ENSG00000119392.16	3164	3217	3901	4565
ENSG00000228395.4	1513	1513	2067	2682
ENSG00000238406.1	62	62	62	62
ENSG00000197694.19	7884	7875	8229	8581
ENSG00000302521.1	314	314	314	314
ENSG00000280474.1	528	528	528	528
ENSG00000297241.1	557	557	557	557
ENSG00000280758.1	575	575	575	575
ENSG00000119333.12	1823	1823	1823	1823
ENSG00000227759.2	527	527	527	527
ENSG00000234705.4	536	543	577	849
ENSG00000119335.18	1904	1541	2927	4088
ENSG00000305868.1	889	889	889	889
ENSG00000160447.7	3393	3393	3393	3393
ENSG00000264438.2	264	264	264	264
ENSG00000160446.19	1166	1166	1187	1191
ENSG00000223478.3	784	784	784	784
ENSG00000160445.11	4293	4293	4293	4293
ENSG00000203286.5	282	282	282	282
ENSG00000306759.1	635	567	788	1095
ENSG00000107021.16	3616	3616	3855	3855
ENSG00000167136.7	1145	1145	1145	1145
ENSG00000198917.13	4259	4259	4259	4259
ENSG00000286112.1	6970	6970	6970	6970
ENSG00000171097.14	1861	1971	1989	2362
ENSG00000301746.1	521	521	521	521
ENSG00000136802.12	4371	4334	4619	4742
ENSG00000310259.1	956	956	956	956
ENSG00000175287.19	1550	1486	2047	2050
ENSG00000251184.1	378	378	378	378
ENSG00000175283.8	2074	2074	2074	2074
ENSG00000095319.14	5689	5689	5689	5689
ENSG00000267834.1	497	497	497	497
ENSG00000148341.18	1849	1468	3013	3040
ENSG00000148343.19	3623	3623	3637	3693
ENSG00000287234.1	411	411	411	411
ENSG00000167130.18	2103	2103	2169	2169
ENSG00000095321.18	2306	2529	2768	3408
ENSG00000234055.1	241	241	241	241
ENSG00000119383.21	1619	1153	2746	4775
ENSG00000235007.3	2039	2039	2039	2039
ENSG00000268707.1	507	507	507	507
ENSG00000188483.8	2710	2710	2710	2710
ENSG00000204055.5	2139	2093	3339	4786
ENSG00000303814.1	689	689	689	689
ENSG00000224307.5	1098	1073	1417	3154
ENSG00000303848.1	605	605	605	605
ENSG00000233901.9	1286	974	3145	8917
ENSG00000303832.1	403	403	403	403
ENSG00000296315.1	442	442	442	442
ENSG00000242281.3	292	292	292	292
ENSG00000295136.1	572	572	572	572
ENSG00000236146.2	335	335	335	335
ENSG00000307513.1	294	294	294	294
ENSG00000306179.1	1786	1786	1786	1786
ENSG00000294913.1	370	370	370	370
ENSG00000294888.1	1315	1315	1703	2251
ENSG00000302699.1	1688	1688	1688	1688
ENSG00000302716.1	694	694	694	694
ENSG00000230676.2	1630	1630	1846	3010
ENSG00000297491.1	427	427	427	427
ENSG00000226355.2	888	918	946	2308
ENSG00000300826.1	758	758	758	758
ENSG00000309757.1	978	978	978	978
ENSG00000204054.15	2081	1333	9557	11418
ENSG00000261334.1	1934	1934	1934	1934
ENSG00000286078.1	947	947	947	947
ENSG00000304586.1	1076	1076	1076	1076
ENSG00000227619.4	1697	1860	2658	3771
ENSG00000309427.1	486	486	486	486
ENSG00000148335.15	1246	1346	1562	2878
ENSG00000179058.8	1370	1370	1945	1945
ENSG00000309409.1	360	360	360	360
ENSG00000148331.12	3772	4535	4603	4622
ENSG00000234789.2	713	713	713	713
ENSG00000167157.11	1305	1305	1305	1305
ENSG00000236024.2	546	546	546	546
ENSG00000148344.11	1751	1751	1751	1751
ENSG00000295529.1	600	600	600	600
ENSG00000233909.1	344	344	344	344
ENSG00000136816.16	2738	2738	2738	2738
ENSG00000298227.1	1228	1228	1228	1228
ENSG00000136827.12	2182	2182	2285	2308
ENSG00000136819.15	1795	1795	1795	1795
ENSG00000136878.14	4378	4371	4470	4568
ENSG00000276124.1	67	67	67	67
ENSG00000224988.1	341	341	341	341
ENSG00000288956.3	1283	1283	1694	1694
ENSG00000187239.19	3542	2596	5504	6084
ENSG00000288924.1	1758	1758	1758	1758
ENSG00000230684.1	266	266	266	266
ENSG00000270755.1	369	369	369	369
ENSG00000289226.3	560	560	560	560
ENSG00000148358.21	7024	6991	7353	7358
ENSG00000223188.1	107	107	107	107
ENSG00000196979.1	3258	3258	3258	3258
ENSG00000107130.10	3128	3128	5164	5344
ENSG00000300266.1	1741	1741	1741	1741
ENSG00000148357.18	11107	15613	15789	16374
ENSG00000264169.2	300	300	300	300
ENSG00000130707.18	1684	1548	1973	2036
ENSG00000306168.1	792	792	1097	1097
ENSG00000306184.1	748	748	748	748
ENSG00000289933.2	1197	1197	1197	1197
ENSG00000307227.1	543	543	543	543
ENSG00000107164.17	3153	3153	3153	3153
ENSG00000277713.1	67	67	67	67
ENSG00000232172.1	585	585	585	585
ENSG00000130711.5	2068	2068	2478	2481
ENSG00000130713.17	1753	1906	2012	2396
ENSG00000306514.1	1194	1194	1303	2241
ENSG00000097007.20	6148	6148	6719	6991
ENSG00000288570.1	99	99	99	99
ENSG00000224797.1	265	265	265	265
ENSG00000309617.1	947	947	947	947
ENSG00000306257.1	525	525	525	525
ENSG00000188710.3	1032	1032	1653	1653
ENSG00000130720.13	2879	3119	3650	3818
ENSG00000236658.2	519	519	519	519
ENSG00000050555.19	7455	7455	7455	7455
ENSG00000302556.1	698	698	698	698
ENSG00000252582.1	139	139	139	139
ENSG00000126878.13	2207	3284	3515	3818
ENSG00000126883.19	6229	7037	7568	7931
ENSG00000252622.1	102	102	102	102
ENSG00000236986.6	883	885	931	1889
ENSG00000246851.1	3084	3084	3084	3084
ENSG00000288727.3	636	636	636	636
ENSG00000226987.1	559	559	559	559
ENSG00000309344.1	927	927	927	927
ENSG00000126882.14	3255	3659	3927	4772
ENSG00000294653.1	335	335	335	335
ENSG00000286547.2	733	733	733	733
ENSG00000160539.6	1518	1518	2065	2400
ENSG00000300582.1	1015	1015	1015	1015
ENSG00000285287.1	653	653	653	653
ENSG00000289000.2	1317	1317	1317	1317
ENSG00000288701.1	10549	11238	11253	11279
ENSG00000291303.1	90	90	90	90
ENSG00000288841.1	429	429	429	429
ENSG00000235284.1	86	86	86	86
ENSG00000231587.1	86	86	86	86
ENSG00000176868.3	2713	2713	2713	2713
ENSG00000130714.19	2534	2493	3309	3516
ENSG00000230289.2	617	617	617	617
ENSG00000130717.13	2097	2088	2162	2204
ENSG00000283526.2	2498	2498	2498	2498
ENSG00000107263.19	6317	6212	6760	7122
ENSG00000240853.3	300	300	300	300
ENSG00000303508.1	550	550	550	550
ENSG00000231018.1	244	244	244	244
ENSG00000212395.1	99	99	99	99
ENSG00000302199.1	1453	1453	1453	1453
ENSG00000236687.2	1405	1405	1405	1405
ENSG00000160563.14	1313	1281	2042	3518
ENSG00000300382.1	459	459	459	459
ENSG00000307955.1	472	472	472	472
ENSG00000196358.12	4673	4673	4673	4673
ENSG00000295851.1	830	830	1060	1583
ENSG00000107290.14	11101	11101	11101	11101
ENSG00000303195.1	957	957	957	957
ENSG00000303215.1	364	364	364	364
ENSG00000125482.13	2461	2461	3143	3154
ENSG00000188523.9	1481	1725	1818	2149
ENSG00000252521.1	50	50	50	50
ENSG00000303739.1	766	766	766	766
ENSG00000125492.11	1906	1906	1906	1906
ENSG00000125485.18	2633	2408	4159	5356
ENSG00000125484.12	5014	5014	8612	9041
ENSG00000165695.10	1579	1579	1579	1579
ENSG00000224992.2	1019	1019	1019	1019
ENSG00000310322.1	641	641	641	641
ENSG00000165698.16	1890	2242	2536	2823
ENSG00000165699.16	4495	3146	8715	10521
ENSG00000165702.15	1872	1798	2449	2545
ENSG00000263816.1	65	65	65	65
ENSG00000234907.1	157	157	157	157
ENSG00000238558.1	62	62	62	62
ENSG00000307636.1	1250	1250	1250	1250
ENSG00000305661.1	774	774	774	774
ENSG00000196205.8	1389	1389	1389	1389
ENSG00000288989.3	649	649	649	649
ENSG00000148308.18	2028	2048	2110	2441
ENSG00000273932.1	64	64	64	64
ENSG00000296375.1	225	225	225	225
ENSG00000170835.17	2381	2381	2381	2381
ENSG00000290769.1	1831	1831	2414	3593
ENSG00000170827.10	1125	1125	1125	1125
ENSG00000160271.16	3541	3691	3801	4499
ENSG00000285245.1	3705	3705	3705	3705
ENSG00000298803.1	576	576	576	576
ENSG00000148288.13	1374	1449	2870	3459
ENSG00000171102.16	829	829	961	962
ENSG00000119440.8	505	505	505	505
ENSG00000175164.16	1038	1147	1577	1914
ENSG00000201843.1	94	94	94	94
ENSG00000204031.3	223	223	223	223
ENSG00000148296.7	4235	4235	4235	4235
ENSG00000201451.1	97	97	97	97
ENSG00000148297.16	3430	3886	4367	7094
ENSG00000230064.1	476	476	476	476
ENSG00000148303.17	783	783	887	887
ENSG00000206611.1	75	75	75	75
ENSG00000200831.1	74	74	74	74
ENSG00000199744.1	73	73	73	73
ENSG00000252542.1	66	66	66	66
ENSG00000148290.10	1041	1041	1092	1092
ENSG00000148291.10	833	833	833	833
ENSG00000148248.14	2343	2896	3200	3396
ENSG00000198870.8	2826	2826	2826	2826
ENSG00000148300.12	2112	2112	2326	2415
ENSG00000160323.19	3373	4339	4934	5313
ENSG00000160325.15	2781	2778	2880	2941
ENSG00000160326.14	2396	2396	2491	2491
ENSG00000296035.1	1293	1293	1293	1293
ENSG00000187616.5	831	831	831	831
ENSG00000197859.11	3984	3971	4270	4677
ENSG00000196990.10	2732	2732	2778	3000
ENSG00000303903.1	671	671	671	671
ENSG00000261018.1	1990	1990	1990	1990
ENSG00000123454.12	2745	2745	2745	2745
ENSG00000225756.1	2139	2139	2139	2139
ENSG00000123453.19	2327	2266	3344	4928
ENSG00000160293.17	4881	4851	5101	5131
ENSG00000302189.1	918	918	918	918
ENSG00000306694.1	1205	1295	1408	1898
ENSG00000235106.11	3991	3991	5682	5799
ENSG00000169925.17	4095	4095	5661	6141
ENSG00000235138.1	2112	2112	2112	2112
ENSG00000271525.1	541	541	541	541
ENSG00000273249.2	1018	1124	1266	1951
ENSG00000196363.10	3157	3157	3157	3157
ENSG00000295288.1	930	609	1575	2186
ENSG00000221676.1	126	126	126	126
ENSG00000295241.1	676	676	693	766
ENSG00000295355.1	658	658	684	1065
ENSG00000273473.1	572	572	572	572
ENSG00000295264.1	830	836	1004	1977
ENSG00000289220.2	1192	1192	1282	1816
ENSG00000295308.1	974	810	1436	1907
ENSG00000299910.1	928	795	1348	1711
ENSG00000299928.1	768	768	827	897
ENSG00000301231.1	894	894	894	894
ENSG00000223729.2	892	892	892	892
ENSG00000279929.1	1951	1951	1951	1951
ENSG00000186350.12	3965	3965	5537	6406
ENSG00000263897.1	62	62	62	62
ENSG00000228877.3	1295	1364	1878	5642
ENSG00000297129.1	614	614	614	614
ENSG00000227150.2	526	526	526	526
ENSG00000306512.1	849	849	849	849
ENSG00000130635.17	8442	8442	8442	8511
ENSG00000204011.5	566	566	566	566
ENSG00000286502.1	4479	4479	4479	4479
ENSG00000264744.1	72	72	72	72
ENSG00000265872.1	78	78	78	78
ENSG00000265848.1	74	74	74	74
ENSG00000264163.1	148	148	148	148
ENSG00000264136.1	80	80	80	80
ENSG00000266827.1	72	72	72	72
ENSG00000266514.1	66	66	66	66
ENSG00000308035.1	1268	1268	1268	1268
ENSG00000232355.2	240	240	240	240
ENSG00000160339.16	1002	1002	1062	1062
ENSG00000085265.12	7588	7588	7588	7588
ENSG00000236403.3	995	910	1269	2512
ENSG00000298953.1	2025	2025	2025	2025
ENSG00000298967.1	666	666	666	666
ENSG00000299681.1	1446	1446	1446	1446
ENSG00000279935.1	2897	2897	2897	2897
ENSG00000130558.20	1637	1057	2782	4684
ENSG00000307225.1	1259	1259	1259	1259
ENSG00000227958.2	657	700	746	1235
ENSG00000233936.1	886	886	886	886
ENSG00000303496.1	637	635	720	1520
ENSG00000178243.4	1924	1924	1924	1924
ENSG00000309826.1	624	624	624	624
ENSG00000235572.4	674	674	674	674
ENSG00000296740.1	1040	1040	1175	1731
ENSG00000296725.1	947	947	1178	1634
ENSG00000298217.1	2424	2424	2424	2424
ENSG00000225361.5	1793	1362	2919	4408
ENSG00000224682.1	1359	1359	1359	1359
ENSG00000299651.1	740	740	740	740
ENSG00000196422.11	4721	4744	4951	5295
ENSG00000160345.13	911	781	1278	1430
ENSG00000122140.13	1549	1549	1640	1640
ENSG00000226706.1	1117	1117	1117	1117
ENSG00000298424.1	330	330	330	330
ENSG00000160349.10	781	781	787	789
ENSG00000296759.1	532	532	532	532
ENSG00000122136.14	733	705	914	1035
ENSG00000122133.17	848	836	992	1041
ENSG00000237339.5	1675	1675	2471	2628
ENSG00000300457.1	705	705	714	1040
ENSG00000224045.2	526	526	526	526
ENSG00000290889.1	169	169	169	169
ENSG00000236543.3	1544	1544	1544	1544
ENSG00000204007.8	1534	1534	1534	1534
ENSG00000148386.10	1597	1597	1597	1597
ENSG00000308691.1	749	749	749	749
ENSG00000294419.1	1449	1449	1449	1449
ENSG00000165643.11	1677	1677	1987	1987
ENSG00000107147.14	4568	4195	7123	7893
ENSG00000302946.1	661	661	706	958
ENSG00000130559.19	6600	6054	8018	8051
ENSG00000238058.3	866	852	1057	1840
ENSG00000304450.1	344	344	344	344
ENSG00000130560.9	1860	1860	1860	1860
ENSG00000297301.1	661	661	661	661
ENSG00000309851.1	477	477	477	477
ENSG00000148411.8	6852	6852	6903	6903
ENSG00000306375.1	365	365	365	365
ENSG00000260193.2	1585	1585	1585	1585
ENSG00000238227.8	2815	2815	2827	3195
ENSG00000275329.2	954	708	2828	3816
ENSG00000305829.1	837	837	837	837
ENSG00000303985.1	639	639	639	639
ENSG00000107187.17	2505	2434	2698	3139
ENSG00000165661.18	4501	4501	4501	4501
ENSG00000299478.1	417	417	417	417
ENSG00000260220.7	5731	3918	10119	10823
ENSG00000279813.1	1228	1228	1228	1228
ENSG00000283769.1	1994	1994	1994	1994
ENSG00000306667.1	791	791	791	791
ENSG00000262075.4	1407	735	5021	5254
ENSG00000160360.13	2441	2192	3566	5138
ENSG00000213221.5	3015	3015	3096	3099
ENSG00000289701.1	4059	4059	4059	4059
ENSG00000300558.1	1401	1401	1407	2719
ENSG00000187796.16	1962	1962	2111	2123
ENSG00000165684.6	4797	4693	5010	5053
ENSG00000165689.17	2278	2314	2391	2391
ENSG00000165688.14	2486	2151	3223	3293
ENSG00000148384.14	3366	3366	3417	3417
ENSG00000148396.19	7286	8806	9018	9940
ENSG00000196366.3	2573	2573	2573	2573
ENSG00000148400.13	8968	9448	9568	9724
ENSG00000263403.1	59	59	59	59
ENSG00000227512.1	864	864	864	864
ENSG00000237886.3	1295	1088	2120	3553
ENSG00000265181.1	87	87	87	87
ENSG00000297687.1	1350	1350	1350	1350
ENSG00000303889.1	1569	1569	1569	1569
ENSG00000279141.5	1918	1559	3402	3857
ENSG00000303931.1	891	891	891	891
ENSG00000305617.1	2031	2031	2031	2031
ENSG00000305632.1	322	322	322	322
ENSG00000305600.1	1328	1328	1328	1328
ENSG00000228401.8	926	717	1612	1786
ENSG00000172889.16	1673	1644	2125	2560
ENSG00000199161.1	85	85	85	85
ENSG00000169692.14	1468	1468	1546	1546
ENSG00000301427.1	1194	1194	1194	1194
ENSG00000301382.1	921	921	966	1691
ENSG00000301452.1	613	613	613	613
ENSG00000301408.1	812	812	816	871
ENSG00000165716.11	2384	2384	2410	3394
ENSG00000233016.10	1184	1035	2357	3835
ENSG00000280496.1	136	136	136	136
ENSG00000276161.1	130	130	130	130
ENSG00000274998.1	133	133	133	133
ENSG00000281808.1	132	132	132	132
ENSG00000274356.1	411	411	411	411
ENSG00000187922.14	1058	615	1995	2085
ENSG00000204003.8	2420	2420	2420	2420
ENSG00000267206.6	861	861	1015	1287
ENSG00000299551.1	634	634	634	634
ENSG00000278756.1	78	78	78	78
ENSG00000204001.10	761	761	884	977
ENSG00000177984.7	767	767	767	767
ENSG00000224662.2	280	280	280	280
ENSG00000244187.8	839	839	839	839
ENSG00000272896.1	735	735	735	735
ENSG00000213213.14	1716	1716	1716	1716
ENSG00000273066.5	4244	4244	4244	4244
ENSG00000272679.1	561	561	561	561
ENSG00000228544.1	2386	2386	2386	2386
ENSG00000196642.19	2199	1820	3104	3749
ENSG00000213212.3	1963	1963	1963	1963
ENSG00000265806.1	67	67	67	67
ENSG00000232434.3	4642	4642	4642	4642
ENSG00000288873.3	676	676	882	1237
ENSG00000054148.18	781	781	985	987
ENSG00000177943.14	3788	3788	3895	3918
ENSG00000107223.13	753	790	809	1222
ENSG00000127191.18	2266	2266	2266	2266
ENSG00000305683.1	612	612	612	612
ENSG00000266507.1	71	71	71	71
ENSG00000213590.2	1322	1322	1322	1322
ENSG00000260190.1	820	820	820	820
ENSG00000159069.14	2362	2362	2362	2362
ENSG00000176919.13	881	881	881	881
ENSG00000184925.12	732	732	732	732
ENSG00000297111.1	867	867	867	867
ENSG00000198454.3	978	978	978	978
ENSG00000107317.13	812	812	812	812
ENSG00000284341.1	989	989	989	989
ENSG00000214402.7	1836	1836	1836	1836
ENSG00000148362.11	808	808	808	808
ENSG00000169583.13	809	809	809	809
ENSG00000302952.1	1019	1019	1019	1019
ENSG00000107331.18	8118	8103	8151	8316
ENSG00000180539.8	2997	2997	4990	4990
ENSG00000180549.8	1662	1662	1662	1662
ENSG00000279073.3	765	765	765	765
ENSG00000107281.10	1831	1831	2187	2494
ENSG00000054179.12	1801	1801	2102	2102
ENSG00000236394.2	580	580	580	580
ENSG00000229257.3	1028	1028	1028	1028
ENSG00000304611.1	645	645	645	645
ENSG00000186193.9	3814	3814	3814	3814
ENSG00000231864.2	748	748	748	748
ENSG00000308017.1	1157	1157	1157	1157
ENSG00000308002.1	517	517	517	517
ENSG00000197355.11	3275	3275	3349	3597
ENSG00000268996.3	1872	1872	1872	1872
ENSG00000177239.16	2754	2698	3432	3566
ENSG00000199411.1	86	86	86	86
ENSG00000176978.16	1573	1586	1601	1601
ENSG00000299654.1	742	660	923	1387
ENSG00000176884.17	4123	4079	4775	5250
ENSG00000184709.7	1209	1209	1209	1209
ENSG00000261793.1	460	460	460	460
ENSG00000263697.1	85	85	85	85
ENSG00000185863.8	590	590	590	590
ENSG00000176248.9	2655	2655	2655	2655
ENSG00000176101.12	793	793	863	867
ENSG00000176058.13	2659	2659	2659	2659
ENSG00000187713.7	1567	1567	1567	1567
ENSG00000188566.15	2864	2406	4817	4849
ENSG00000284976.2	1868	1868	1868	1868
ENSG00000212864.4	1433	1433	1732	1744
ENSG00000300379.1	1007	1007	1007	1007
ENSG00000302646.1	795	795	888	999
ENSG00000197191.7	762	762	762	762
ENSG00000233198.4	1569	1569	1569	1569
ENSG00000198569.10	2100	2124	2162	2304
ENSG00000188229.6	1563	1563	1563	1563
ENSG00000188163.8	1091	1091	1091	1091
ENSG00000304822.1	650	650	650	650
ENSG00000275549.1	1701	1701	1701	1701
ENSG00000197768.11	1103	1095	1207	1207
ENSG00000188986.9	2540	2540	2540	2540
ENSG00000308289.1	626	626	626	626
ENSG00000303839.1	523	523	594	971
ENSG00000303886.1	395	395	395	395
ENSG00000198113.3	4171	4171	4171	4171
ENSG00000270259.2	515	515	515	515
ENSG00000260996.1	1854	1854	1854	1854
ENSG00000288234.2	1349	1349	1886	2539
ENSG00000303864.1	858	858	858	858
ENSG00000198435.4	2641	2641	2641	2641
ENSG00000187609.16	1776	1585	2781	4432
ENSG00000188747.9	1585	1614	1678	1678
ENSG00000188833.10	2120	2120	2130	2222
ENSG00000165802.23	3197	3563	3649	3649
ENSG00000284317.1	61	61	61	61
ENSG00000130653.16	4628	4628	4675	4675
ENSG00000182154.8	582	582	582	582
ENSG00000148399.13	2302	2302	2302	2302
ENSG00000165724.6	1395	1395	1395	1395
ENSG00000197070.14	1556	1556	1556	1556
ENSG00000283411.1	141	141	144	235
ENSG00000203993.8	1517	1147	2307	3175
ENSG00000181090.21	2737	2845	5095	10851
ENSG00000274841.1	281	281	281	281
ENSG00000233998.1	562	562	562	562
ENSG00000293104.1	2391	2391	2873	4765
ENSG00000255585.4	1026	1026	1026	1026
ENSG00000207693.1	98	98	98	98
ENSG00000203987.4	2466	2466	3222	4404
ENSG00000148408.15	9418	9792	9918	10001
ENSG00000297467.1	442	442	442	442
ENSG00000301083.1	1397	1397	1936	2608
ENSG00000276388.1	128	128	128	128
ENSG00000229926.1	1213	1213	1213	1213
ENSG00000290588.2	2089	2062	2207	4338
ENSG00000159247.14	1334	1334	1334	1334
ENSG00000278130.1	872	872	872	872
ENSG00000237419.2	830	830	896	1154
ENSG00000290585.2	1657	1795	2908	6303
ENSG00000298710.1	1402	1402	1443	1479
ENSG00000298693.1	482	561	630	1167
ENSG00000233013.11	358	358	358	358
ENSG00000223256.1	104	104	104	104
ENSG00000250210.5	183	183	183	183
ENSG00000286255.1	938	938	938	938
ENSG00000295340.1	1222	1231	1506	2747
ENSG00000260370.3	1342	703	2804	2813
ENSG00000237297.1	747	747	747	747
ENSG00000261456.6	1520	1413	2438	2684
ENSG00000232420.2	1312	1312	1312	1312
ENSG00000300366.1	611	611	611	611
ENSG00000015171.21	3673	3978	7150	8878
ENSG00000276662.1	716	716	716	716
ENSG00000212331.1	113	113	113	113
ENSG00000151240.18	6423	6423	7885	8083
ENSG00000201861.1	111	111	111	111
ENSG00000239822.3	266	266	266	266
ENSG00000233021.2	558	558	558	558
ENSG00000304473.1	477	477	477	477
ENSG00000225140.3	2219	2219	2732	2732
ENSG00000294560.1	394	394	394	394
ENSG00000263511.1	90	90	90	90
ENSG00000180525.15	7250	7250	7250	7250
ENSG00000231601.1	424	424	424	424
ENSG00000107929.16	7304	7304	8646	9156
ENSG00000229869.2	600	567	835	2263
ENSG00000205740.3	899	654	1886	4368
ENSG00000107937.19	4656	4656	4656	4656
ENSG00000148377.6	1356	1356	1356	1356
ENSG00000232656.11	1037	919	1835	2363
ENSG00000067064.13	2871	2739	3370	3606
ENSG00000047056.18	3526	4446	5137	6774
ENSG00000303579.1	341	341	341	341
ENSG00000306084.1	1184	1184	1493	1493
ENSG00000229205.5	1862	1997	2874	4509
ENSG00000185736.16	3662	1810	8475	8713
ENSG00000287043.1	955	955	955	955
ENSG00000282390.1	2985	2985	2985	2985
ENSG00000300765.1	457	457	457	457
ENSG00000309582.1	629	629	629	629
ENSG00000233052.1	359	359	359	359
ENSG00000205696.6	865	694	1276	1980
ENSG00000295912.1	1064	1064	1064	1064
ENSG00000295158.1	901	901	901	901
ENSG00000287653.1	984	984	984	984
ENSG00000299746.1	966	966	966	966
ENSG00000299703.1	675	760	770	1825
ENSG00000234962.7	1119	874	2240	3392
ENSG00000289427.2	765	767	1030	2412
ENSG00000226694.2	432	432	432	432
ENSG00000303635.1	317	317	317	317
ENSG00000278069.1	71	71	71	71
ENSG00000252998.1	103	103	103	103
ENSG00000310302.1	683	776	996	1828
ENSG00000227912.2	2392	2392	2392	2392
ENSG00000231326.8	669	622	848	1509
ENSG00000304355.1	353	353	353	353
