gene	mean	median	longest_isoform	merged
ENSG00000256195.4	1416	679	3837	4801
ENSG00000180425.11	1316	1316	1980	2203
ENSG00000076053.12	2415	1387	6725	7885
ENSG00000255663.1	729	729	729	729
ENSG00000076043.11	708	664	1088	3650
ENSG00000256533.1	1060	1060	1060	1060
ENSG00000255982.1	726	726	726	726
ENSG00000270204.1	508	508	508	508
ENSG00000095110.9	2759	2147	4972	7084
ENSG00000238724.1	104	104	104	104
ENSG00000137634.10	1937	1937	2187	2187
ENSG00000256674.1	1440	1440	1440	1440
ENSG00000307451.1	509	509	509	509
ENSG00000204361.10	1868	1868	1868	1868
ENSG00000297869.1	1150	1005	1560	1937
ENSG00000297894.1	484	484	484	484
ENSG00000252870.1	156	156	156	156
ENSG00000303624.1	576	576	576	576
ENSG00000182985.19	1993	734	8675	10975
ENSG00000287897.1	378	378	378	378
ENSG00000256972.2	378	378	378	378
ENSG00000255580.1	818	818	818	818
ENSG00000256315.2	543	531	715	908
ENSG00000303455.1	845	845	1193	1326
ENSG00000307686.1	521	475	672	948
ENSG00000256281.1	294	294	294	294
ENSG00000307507.1	771	771	771	771
ENSG00000257087.1	516	516	516	516
ENSG00000255689.3	623	631	916	3168
ENSG00000255903.2	195	195	195	195
ENSG00000239153.1	104	104	104	104
ENSG00000260254.1	8400	8400	8400	8400
ENSG00000256717.2	1092	1092	1092	1092
ENSG00000279818.1	2801	2801	2801	2801
ENSG00000288020.2	528	481	792	1412
ENSG00000246100.6	1366	766	4641	5969
ENSG00000302547.1	517	523	765	2010
ENSG00000306231.1	421	421	421	421
ENSG00000309846.1	539	519	659	1191
ENSG00000257067.7	571	482	1269	1917
ENSG00000244259.1	606	606	606	606
ENSG00000239600.1	387	387	387	387
ENSG00000295316.1	1136	1070	1808	2832
ENSG00000299737.1	313	343	421	528
ENSG00000294837.1	1183	1183	1183	1183
ENSG00000308929.1	1680	1680	1814	1941
ENSG00000236437.3	617	463	1280	2284
ENSG00000306177.1	813	725	1124	1124
ENSG00000306159.1	552	552	552	552
ENSG00000306194.1	297	297	297	297
ENSG00000278945.1	100	100	100	100
ENSG00000294068.1	620	620	620	620
ENSG00000237937.6	818	807	1064	1104
ENSG00000308823.1	1417	1417	1417	1417
ENSG00000137656.12	1644	1793	2192	2195
ENSG00000226645.1	419	419	419	419
ENSG00000109917.11	1642	603	6539	7058
ENSG00000110243.12	1598	1608	1929	2019
ENSG00000236267.2	725	800	842	1004
ENSG00000305923.1	692	794	948	1456
ENSG00000285513.1	690	690	690	690
ENSG00000110244.7	1471	1471	1471	1471
ENSG00000110245.12	461	535	604	851
ENSG00000118137.10	957	932	1088	1096
ENSG00000235910.3	1000	1000	1044	1197
ENSG00000160584.17	2763	3054	6364	10920
ENSG00000296731.1	664	664	752	755
ENSG00000200537.1	96	96	96	96
ENSG00000234268.1	255	255	255	255
ENSG00000224077.2	717	832	838	1062
ENSG00000225236.1	681	681	681	681
ENSG00000254851.1	822	822	822	822
ENSG00000307802.1	574	573	687	866
ENSG00000307825.1	587	468	1375	2020
ENSG00000254678.1	301	301	301	301
ENSG00000168092.14	1494	953	4175	7084
ENSG00000149577.17	1487	834	4396	9058
ENSG00000304501.1	1001	982	1225	1671
ENSG00000149591.17	1734	1352	3786	6550
ENSG00000160613.15	2468	1312	9347	22206
ENSG00000280143.1	5326	5326	5326	5326
ENSG00000167257.11	1795	1638	3477	4407
ENSG00000252992.1	154	154	154	154
ENSG00000186318.18	3046	1856	6283	8689
ENSG00000278768.5	2375	2198	4584	5002
ENSG00000276505.1	324	324	324	324
ENSG00000110274.16	2182	1092	5690	12896
ENSG00000309210.1	236	236	236	236
ENSG00000250699.1	488	488	488	488
ENSG00000271412.1	376	376	376	376
ENSG00000177103.15	5355	6342	6899	7036
ENSG00000279586.1	917	917	917	917
ENSG00000270403.2	706	706	706	706
ENSG00000137731.14	1017	630	2872	5608
ENSG00000254844.4	557	557	557	557
ENSG00000255245.4	652	652	670	782
ENSG00000254528.7	1033	891	1487	1992
ENSG00000137726.17	987	669	2132	4986
ENSG00000137747.16	2146	2361	3397	5369
ENSG00000302573.1	348	348	348	348
ENSG00000110324.12	2661	2225	6711	8831
ENSG00000255274.10	1511	382	3397	3852
ENSG00000272075.2	303	303	303	303
ENSG00000137648.20	1843	1600	5550	10294
ENSG00000177098.9	2593	2587	4487	5649
ENSG00000296275.1	272	272	272	272
ENSG00000309913.1	579	579	661	662
ENSG00000149575.9	1995	1222	4937	5353
ENSG00000160593.20	1726	1496	5610	8600
ENSG00000255163.1	280	280	280	280
ENSG00000160588.10	1825	1177	3983	3983
ENSG00000149573.9	1258	1317	2622	4740
ENSG00000280032.1	2225	2225	2225	2225
ENSG00000198851.10	1434	1325	2643	2659
ENSG00000254992.1	295	295	295	295
ENSG00000167286.12	1449	794	5033	7946
ENSG00000160654.11	1207	1179	2690	3836
ENSG00000110344.10	4766	6061	6088	6561
ENSG00000254873.2	1366	1366	2120	2576
ENSG00000167283.9	1205	900	3151	8358
ENSG00000285827.1	3279	3279	4336	6447
ENSG00000269944.1	545	545	545	545
ENSG00000255384.2	1186	1186	2086	2150
ENSG00000295444.1	1027	1027	1027	1027
ENSG00000295464.1	459	459	459	459
ENSG00000118058.25	4648	1916	16725	31469
ENSG00000255435.8	683	448	2069	2868
ENSG00000172425.12	887	986	1009	1009
ENSG00000149582.16	1208	701	3241	5529
ENSG00000118096.10	1069	830	1819	3773
ENSG00000243431.1	891	891	891	891
ENSG00000095139.15	2852	2851	4038	4177
ENSG00000207185.1	106	106	106	106
ENSG00000019144.20	2588	1714	5945	21691
ENSG00000255176.1	1388	1388	1388	1388
ENSG00000284246.1	80	80	80	80
ENSG00000118094.12	1649	1718	2748	3182
ENSG00000255239.2	511	511	511	511
ENSG00000302721.1	469	469	469	469
ENSG00000302703.1	846	846	846	846
ENSG00000255422.5	963	1014	1401	1453
ENSG00000207462.1	106	106	106	106
ENSG00000287238.3	2764	1265	8246	15174
ENSG00000308658.1	632	553	992	1062
ENSG00000110367.14	3193	1936	6152	11462
ENSG00000278376.3	2113	2113	2113	2113
ENSG00000308708.1	216	216	216	216
ENSG00000306274.1	910	1051	1194	3661
ENSG00000306294.1	507	507	507	507
ENSG00000254478.1	190	190	190	190
ENSG00000254621.1	711	711	711	711
ENSG00000201535.2	102	102	102	102
ENSG00000306318.1	751	751	751	751
ENSG00000160683.5	4293	4293	4293	4293
ENSG00000245869.2	1646	1646	1646	1646
ENSG00000186174.13	4851	5514	10005	10788
ENSG00000264211.1	80	80	80	80
ENSG00000110375.3	946	946	958	1124
ENSG00000305764.1	198	198	198	198
ENSG00000239726.3	275	275	275	275
ENSG00000222529.1	98	98	98	98
ENSG00000176302.13	854	1053	1101	1228
ENSG00000280502.1	297	297	297	297
ENSG00000283691.1	96	96	96	96
ENSG00000255121.2	956	956	1359	1506
ENSG00000186166.9	1065	1129	1781	5111
ENSG00000240970.1	435	435	435	435
ENSG00000254428.1	523	523	523	523
ENSG00000254909.1	208	208	208	208
ENSG00000118181.11	738	609	1462	1477
ENSG00000300421.1	105	105	105	105
ENSG00000196655.12	959	833	1924	4809
ENSG00000283704.1	69	69	69	69
ENSG00000137700.19	2286	2046	5862	6510
ENSG00000255114.1	667	667	667	667
ENSG00000149428.21	2981	3972	4887	6825
ENSG00000296527.1	975	975	1145	1733
ENSG00000272186.2	599	599	873	1035
ENSG00000160695.16	1775	1289	3388	5775
ENSG00000256269.11	1317	1322	3543	5860
ENSG00000298165.1	430	430	430	430
ENSG00000188486.4	1482	1482	1592	1592
ENSG00000172269.20	1983	1965	3274	6440
ENSG00000289124.2	591	591	606	634
ENSG00000172375.14	2124	1087	5931	9216
ENSG00000172273.13	1359	965	3486	9858
ENSG00000172350.10	2248	2506	3812	6231
ENSG00000160703.17	2323	2717	4131	5308
ENSG00000172367.16	1513	1260	2996	3827
ENSG00000248712.8	1000	953	1701	1944
ENSG00000110395.8	4274	3243	11168	11718
ENSG00000222249.1	116	116	116	116
ENSG00000076706.17	1147	569	4865	7422
ENSG00000284148.1	63	63	63	63
ENSG00000252119.1	117	117	117	117
ENSG00000173456.5	2783	2783	2783	2783
ENSG00000245385.2	507	507	507	507
ENSG00000223953.6	862	814	1353	1537
ENSG00000235718.9	1390	792	3949	4096
ENSG00000036672.16	1550	677	3697	4523
ENSG00000245248.11	1043	737	4476	28732
ENSG00000254590.1	1297	1297	1297	1297
ENSG00000254892.1	265	265	265	265
ENSG00000154096.14	1342	609	4502	6900
ENSG00000263873.1	632	632	632	632
ENSG00000302002.1	1224	1224	1224	1224
ENSG00000255377.1	529	529	529	529
ENSG00000302033.1	1160	1160	1180	1180
ENSG00000289553.2	1878	1878	1878	1878
ENSG00000230716.3	1432	1432	1432	1432
ENSG00000110400.11	1759	1059	5956	7817
ENSG00000199217.1	106	106	106	106
ENSG00000255247.1	559	559	559	559
ENSG00000254854.2	1042	1083	1676	5047
ENSG00000287545.2	919	931	1241	3991
ENSG00000305982.1	261	261	261	261
ENSG00000254406.1	826	826	826	826
ENSG00000298503.1	1224	1201	2008	2899
ENSG00000288047.4	1150	1099	2164	5193
ENSG00000298536.1	777	777	777	777
ENSG00000298516.1	729	729	729	729
ENSG00000308225.1	416	416	416	416
ENSG00000286992.4	947	841	1971	4665
ENSG00000254863.3	777	787	1242	2284
ENSG00000255216.3	1768	1475	4242	5375
ENSG00000286731.2	856	681	1632	2253
ENSG00000297393.1	1356	1356	1409	1565
ENSG00000297411.1	668	668	668	668
ENSG00000297377.1	680	539	1374	3232
ENSG00000137699.17	977	555	2977	10040
ENSG00000176984.7	804	603	2081	2427
ENSG00000304053.1	784	784	784	784
ENSG00000184232.9	1242	815	2262	2913
ENSG00000137709.10	2026	1779	3428	6700
ENSG00000259541.5	1349	1349	2128	2600
ENSG00000306676.1	474	427	596	818
ENSG00000181264.9	2705	3776	3980	4305
ENSG00000196914.9	3515	2721	10326	24906
ENSG00000274303.1	298	298	298	298
ENSG00000149403.13	2291	1765	5815	7474
ENSG00000297990.1	622	622	622	622
ENSG00000255006.1	334	334	334	334
ENSG00000306735.1	507	517	605	1431
ENSG00000250493.2	6314	6314	6314	6314
ENSG00000254735.1	553	553	553	553
ENSG00000299753.1	603	603	603	603
ENSG00000154114.13	2377	1644	5270	7021
ENSG00000285509.1	2141	2141	2851	2888
ENSG00000109927.11	4973	5556	7353	8310
ENSG00000299284.1	881	881	881	881
ENSG00000302214.1	745	745	810	810
ENSG00000254515.1	385	385	385	385
ENSG00000302236.1	862	862	1284	1553
ENSG00000244400.2	709	709	709	709
ENSG00000109929.10	1945	1524	6854	10054
ENSG00000299150.1	856	642	1854	2964
ENSG00000232460.4	1012	1012	1012	1012
ENSG00000246790.4	1123	488	2908	5980
ENSG00000289391.3	311	311	311	311
ENSG00000271022.1	772	772	772	772
ENSG00000137642.13	2945	2222	10863	19408
ENSG00000286044.2	994	671	3489	5963
ENSG00000301050.1	402	402	402	402
ENSG00000299723.1	607	607	660	933
ENSG00000305853.1	542	483	661	984
ENSG00000286023.2	910	591	1740	2336
ENSG00000252556.1	97	97	97	97
ENSG00000286497.1	1349	1349	1349	1349
ENSG00000255248.11	1368	1058	4534	42650
ENSG00000207971.1	88	88	88	88
ENSG00000301769.1	692	692	692	692
ENSG00000259571.2	876	876	876	876
ENSG00000198975.2	72	72	72	72
ENSG00000207994.1	80	80	80	80
ENSG00000301814.1	963	963	963	963
ENSG00000301719.1	1048	779	2197	4925
ENSG00000255219.2	741	780	948	2287
ENSG00000301744.1	786	786	895	970
ENSG00000252776.1	122	122	122	122
ENSG00000253035.1	126	126	126	126
ENSG00000298282.1	706	706	706	706
ENSG00000300056.1	896	918	1114	2030
ENSG00000223265.1	103	103	103	103
ENSG00000254572.2	1043	1043	1043	1043
ENSG00000254935.1	424	424	424	424
ENSG00000154127.10	1550	842	6865	8964
ENSG00000286341.1	2043	2043	2043	2043
ENSG00000239079.1	104	104	104	104
ENSG00000296978.1	863	863	863	863
ENSG00000285909.2	1179	1179	1718	2286
ENSG00000109943.9	1664	1929	2473	2679
ENSG00000109944.11	3216	2373	7057	8589
ENSG00000199709.1	140	140	140	140
ENSG00000254944.1	760	760	760	760
ENSG00000308774.1	693	693	694	779
ENSG00000188909.5	944	944	944	944
ENSG00000213184.3	1024	1024	1024	1024
ENSG00000243669.2	358	358	358	358
ENSG00000244641.2	299	299	299	299
ENSG00000233541.4	241	241	241	241
ENSG00000109971.14	1207	1005	2306	4849
ENSG00000200879.1	85	85	85	85
ENSG00000207118.1	87	87	87	87
ENSG00000202252.1	88	88	88	88
ENSG00000288061.4	606	610	908	2180
ENSG00000166250.13	2414	712	5075	5100
ENSG00000255342.1	454	454	454	454
ENSG00000254710.2	926	926	926	926
ENSG00000302780.1	746	752	1102	1542
ENSG00000302758.1	704	702	872	1221
ENSG00000305012.1	1210	1470	1770	2064
ENSG00000200496.1	134	134	134	134
ENSG00000254823.3	632	526	1171	2029
ENSG00000295353.1	678	678	724	726
ENSG00000254407.1	541	541	541	541
ENSG00000295988.1	1153	1153	1153	1153
ENSG00000023171.20	3167	2471	8330	14932
ENSG00000265357.1	73	73	73	73
ENSG00000303793.1	369	369	369	369
ENSG00000293873.1	873	873	873	873
ENSG00000254449.1	1507	1507	1507	1507
ENSG00000166257.10	4510	4703	6061	10020
ENSG00000254467.3	1365	988	2254	2704
ENSG00000307272.1	803	803	860	1098
ENSG00000166261.11	1742	640	4435	5071
ENSG00000290080.2	155	155	155	155
ENSG00000221931.3	939	939	939	939
ENSG00000200197.1	163	163	163	163
ENSG00000196099.5	942	942	942	942
ENSG00000290781.1	2063	2063	2063	2063
ENSG00000254613.3	871	871	871	871
ENSG00000254430.1	700	700	700	700
ENSG00000204300.7	900	900	1141	1141
ENSG00000181518.4	2117	2117	2904	3175
ENSG00000171014.3	957	957	957	957
ENSG00000181499.3	972	972	972	972
ENSG00000196248.6	1121	1121	1121	1121
ENSG00000198674.3	999	999	999	999
ENSG00000226461.3	358	358	358	358
ENSG00000254737.3	3462	3462	3623	3623
ENSG00000236981.1	936	936	936	936
ENSG00000234560.5	1077	1077	1109	1115
ENSG00000182634.9	3449	3449	3449	3449
ENSG00000213182.4	915	915	915	915
ENSG00000306922.1	958	1026	1649	2227
ENSG00000306943.1	157	157	157	157
ENSG00000308936.1	577	577	577	577
ENSG00000186268.4	941	941	941	941
ENSG00000290668.1	1392	1392	1479	1479
ENSG00000213181.4	869	869	869	869
ENSG00000110002.16	2465	2334	4300	6361
ENSG00000196403.4	936	936	936	936
ENSG00000197309.5	2719	3561	3566	3648
ENSG00000239426.4	930	930	930	930
ENSG00000302561.1	546	534	753	1154
ENSG00000255425.6	1299	1299	1344	1344
ENSG00000181214.8	935	935	935	935
ENSG00000276316.1	848	848	848	848
ENSG00000197849.7	5055	5055	5055	5055
ENSG00000255298.5	1361	1361	1566	1680
ENSG00000255116.2	612	612	612	612
ENSG00000196341.3	5865	8285	8286	8507
ENSG00000279116.3	936	936	936	936
ENSG00000254976.1	919	919	919	919
ENSG00000255225.1	880	880	880	880
ENSG00000255030.1	910	910	910	910
ENSG00000290694.1	1178	1178	1178	1178
ENSG00000227737.4	918	918	918	918
ENSG00000229254.1	925	925	925	925
ENSG00000284680.3	1093	1093	1093	1093
ENSG00000284609.2	2170	2170	2170	2170
ENSG00000285561.2	2642	2642	4979	5226
ENSG00000255048.1	869	869	869	869
ENSG00000280090.3	930	930	930	930
ENSG00000197125.3	2473	2473	3914	3971
ENSG00000255510.1	952	952	952	952
ENSG00000290695.1	5216	5216	5216	5216
ENSG00000229386.4	925	925	925	925
ENSG00000254646.1	932	932	932	932
ENSG00000255315.1	286	286	286	286
ENSG00000254937.1	835	835	835	835
ENSG00000170953.4	1106	1106	1280	2082
ENSG00000196119.8	2205	1261	5709	6088
ENSG00000302177.1	500	500	500	500
ENSG00000255341.1	655	655	655	655
ENSG00000154143.3	1729	1729	1729	1729
ENSG00000154144.13	2120	1721	5144	7155
ENSG00000110013.13	2291	2126	5441	8079
ENSG00000200278.1	134	134	134	134
ENSG00000064199.7	2475	2258	4949	5159
ENSG00000309835.1	204	204	204	204
ENSG00000154146.13	1158	1158	1210	1213
ENSG00000255045.2	655	655	786	1047
ENSG00000019102.12	1177	1177	1191	1447
ENSG00000149564.12	1563	1831	2336	2920
ENSG00000250073.5	947	802	2196	2896
ENSG00000120458.13	1727	1986	3086	4534
ENSG00000279342.2	2202	2202	3579	3579
ENSG00000254509.1	433	433	433	433
ENSG00000245498.8	2675	2792	4893	10474
ENSG00000254941.1	448	448	448	448
ENSG00000303095.1	642	642	642	642
ENSG00000154134.15	1465	920	4551	6981
ENSG00000254568.1	744	744	744	744
ENSG00000154133.15	1656	752	4294	6620
ENSG00000254943.2	849	910	1212	2142
ENSG00000165478.8	2035	2085	3376	3973
ENSG00000221932.7	1428	1428	1428	1428
ENSG00000285825.3	1359	1242	2246	3002
ENSG00000149548.15	2413	2486	3924	4823
ENSG00000303530.1	588	588	588	588
ENSG00000134955.12	2558	2642	4654	6340
ENSG00000150433.10	1278	891	4547	7580
ENSG00000289631.2	2452	2452	3338	4537
ENSG00000255475.2	633	633	673	1025
ENSG00000187686.5	1231	1231	1231	1231
ENSG00000254880.1	586	586	586	586
ENSG00000165495.16	1288	589	4531	6538
ENSG00000259290.1	345	345	356	455
ENSG00000301066.1	556	556	556	556
ENSG00000254932.2	645	645	645	645
ENSG00000222844.1	106	106	106	106
ENSG00000149557.14	1254	750	4744	9324
ENSG00000255537.1	3423	3423	3423	3423
ENSG00000149547.15	1153	1116	2191	3491
ENSG00000222297.1	100	100	100	100
ENSG00000134910.14	1327	607	4501	7369
ENSG00000288907.3	1071	1071	1071	1071
ENSG00000149554.15	1689	1661	4128	5600
ENSG00000252255.1	142	142	142	142
ENSG00000134940.14	1138	918	1936	1963
ENSG00000297941.1	601	601	601	601
ENSG00000171053.10	1025	1079	1541	2362
ENSG00000196844.9	1202	1202	1666	1666
ENSG00000236027.3	1320	1320	1320	1320
ENSG00000297960.1	416	416	416	416
ENSG00000237353.7	1294	1001	1986	2885
ENSG00000260209.1	944	944	1080	1498
ENSG00000198331.11	1688	1803	1810	2389
ENSG00000110060.9	1244	1419	1829	2010
ENSG00000255027.3	693	569	995	1281
ENSG00000109832.14	1849	1155	7424	11036
ENSG00000254790.1	698	698	698	698
ENSG00000283703.3	2295	1818	5037	5148
ENSG00000064309.16	4418	3571	9138	19924
ENSG00000254759.1	1063	1063	1063	1063
ENSG00000261257.2	1085	1085	1909	1913
ENSG00000300825.1	265	265	265	265
ENSG00000287666.2	1058	981	2852	6223
ENSG00000310186.1	710	710	789	1045
ENSG00000310207.1	1153	1153	1153	1153
ENSG00000254833.1	569	569	569	569
ENSG00000254771.1	202	202	202	202
ENSG00000165526.9	1228	1030	2468	4081
ENSG00000254694.1	362	362	362	362
ENSG00000197798.9	1247	1169	2016	3534
ENSG00000222067.1	219	219	219	219
ENSG00000240098.3	248	248	248	248
ENSG00000182934.12	1273	829	2986	4148
ENSG00000110074.12	1852	1976	4101	7666
ENSG00000243607.3	321	321	321	321
ENSG00000150455.15	2360	2438	4753	7042
ENSG00000254905.1	492	492	492	492
ENSG00000255062.3	531	481	1015	1618
ENSG00000110063.10	2478	1912	5427	7879
ENSG00000280832.4	1227	916	2289	4197
ENSG00000110080.20	1412	1677	2169	5962
ENSG00000278215.1	121	121	121	121
ENSG00000149571.12	1879	2019	3820	6595
ENSG00000303243.1	809	809	897	1226
ENSG00000257271.1	586	586	586	586
ENSG00000254607.4	538	527	569	1148
ENSG00000295928.1	566	566	566	566
ENSG00000254938.2	542	566	579	973
ENSG00000279358.1	2265	2265	2265	2265
ENSG00000254960.3	562	556	807	1278
ENSG00000266215.1	85	85	85	85
ENSG00000255317.2	493	493	493	493
ENSG00000218109.6	1768	1768	1768	1768
ENSG00000255087.7	1183	1024	3543	15883
ENSG00000308195.1	985	985	985	985
ENSG00000299191.1	1158	1158	1322	1409
ENSG00000272642.2	971	971	1529	1638
ENSG00000273409.4	476	514	536	1121
ENSG00000307024.1	1126	1070	1939	2879
ENSG00000222774.1	305	305	305	305
ENSG00000223315.1	298	298	298	298
ENSG00000254591.1	310	310	310	310
ENSG00000306700.1	1012	1012	1437	1488
ENSG00000305648.1	766	766	766	766
ENSG00000296906.1	333	333	333	333
ENSG00000254612.2	742	742	742	742
ENSG00000307057.1	827	827	827	827
ENSG00000297136.1	317	317	322	411
ENSG00000301990.1	777	820	980	2078
ENSG00000273415.4	1403	1481	1680	2606
ENSG00000272575.7	672	625	983	986
ENSG00000307601.1	984	984	984	984
ENSG00000289398.2	910	852	1776	4661
ENSG00000307618.1	871	871	871	871
ENSG00000289093.2	1420	1420	1420	1420
ENSG00000307544.1	834	834	834	834
ENSG00000307650.1	481	481	481	481
ENSG00000289936.2	764	764	764	764
ENSG00000301312.1	347	347	347	347
ENSG00000296974.1	548	451	1017	1569
ENSG00000134954.14	2533	2134	5238	7149
ENSG00000276176.1	60	60	60	60
ENSG00000254588.1	1387	1387	1387	1387
ENSG00000308547.1	1339	1339	1770	2565
ENSG00000245008.5	921	649	1916	10712
ENSG00000308574.1	610	610	610	610
ENSG00000288975.1	1068	1068	1068	1068
ENSG00000151702.18	3046	3278	5370	8026
ENSG00000254703.5	913	941	1345	1840
ENSG00000151704.16	2327	2539	4074	4637
ENSG00000174370.13	2073	1285	3624	4776
ENSG00000255369.1	344	344	344	344
ENSG00000120457.12	3050	1734	6068	6237
ENSG00000120471.16	1571	1157	3124	3445
ENSG00000134909.19	5498	6556	10280	12968
ENSG00000212597.1	104	104	104	104
ENSG00000206847.1	114	114	114	114
ENSG00000199260.1	105	105	105	105
ENSG00000293970.1	1191	1191	1191	1191
ENSG00000308452.1	2062	2062	2097	2861
ENSG00000308432.1	1339	1137	2084	2282
ENSG00000255259.2	1196	1196	1196	1196
ENSG00000306048.1	411	398	559	1177
ENSG00000043039.7	2026	2026	2148	3752
ENSG00000240121.1	246	246	246	246
ENSG00000281386.2	1068	1068	1068	1068
ENSG00000281097.1	982	982	982	982
ENSG00000307144.1	1320	1320	1320	1320
ENSG00000301999.1	748	740	943	1146
ENSG00000287426.2	1011	923	1999	3401
ENSG00000304507.1	757	757	757	757
ENSG00000255188.1	127	127	127	127
ENSG00000151715.8	1098	888	2205	2998
ENSG00000289223.2	407	407	473	598
ENSG00000170322.15	2227	916	5173	6335
ENSG00000302681.1	472	472	500	633
ENSG00000170325.16	4385	5907	6322	6626
ENSG00000233220.4	1702	1702	2874	2874
ENSG00000255057.1	1180	1180	1180	1180
ENSG00000304762.1	654	654	654	654
ENSG00000255262.3	355	355	355	355
ENSG00000255535.2	707	707	707	707
ENSG00000084234.18	1323	583	3742	7463
ENSG00000244451.1	287	287	287	287
ENSG00000274197.1	85	85	85	85
ENSG00000149418.11	1568	1053	3305	4116
ENSG00000196323.14	4238	3238	9755	11032
ENSG00000255358.1	510	510	510	510
ENSG00000255220.1	1306	1306	1306	1306
ENSG00000272412.2	297	297	297	297
ENSG00000175773.16	741	669	1771	6821
ENSG00000301332.1	357	357	357	357
ENSG00000134917.10	2939	2939	3628	4141
ENSG00000307036.1	2204	2204	2204	2204
ENSG00000166106.4	6006	6006	6006	6006
ENSG00000301321.1	774	674	1515	4826
ENSG00000301348.1	1206	1206	1813	2112
ENSG00000255155.1	214	214	214	214
ENSG00000236616.3	631	631	631	631
ENSG00000294232.1	944	944	944	944
ENSG00000175728.5	1030	569	3547	5149
ENSG00000274999.1	69	69	69	69
ENSG00000305090.1	988	413	3127	3997
ENSG00000305065.1	511	490	629	740
ENSG00000288013.3	1610	1986	2157	2596
ENSG00000255352.1	1795	1795	1795	1795
ENSG00000254842.7	843	692	2204	3495
ENSG00000120451.11	2380	1323	15691	17308
ENSG00000255455.2	3994	3994	3994	3994
ENSG00000301392.1	553	501	722	893
ENSG00000301370.1	430	430	430	430
ENSG00000242673.3	302	302	302	302
ENSG00000297702.1	829	829	946	1108
ENSG00000237612.2	874	855	1324	4437
ENSG00000300017.1	497	497	625	712
ENSG00000299973.1	907	809	1458	2480
ENSG00000227125.1	562	562	562	562
ENSG00000231698.4	821	779	1170	2968
ENSG00000182667.15	1241	664	3190	6956
ENSG00000252351.1	115	115	115	115
ENSG00000237654.7	1043	576	4335	5075
ENSG00000285980.3	1331	1242	2690	4940
ENSG00000224795.5	1754	1366	4576	6281
ENSG00000300914.1	394	394	425	558
ENSG00000271624.1	844	844	844	844
ENSG00000238117.2	549	549	589	1014
ENSG00000294035.1	417	412	587	1013
ENSG00000224700.2	577	577	577	577
ENSG00000298672.1	380	380	380	380
ENSG00000238262.1	373	373	373	373
ENSG00000279090.1	701	701	701	701
ENSG00000183715.15	3369	1343	7021	7628
ENSG00000283489.1	79	79	79	79
ENSG00000279497.1	1749	1749	1749	1749
ENSG00000255371.1	398	398	398	398
ENSG00000279711.1	3433	3433	3433	3433
ENSG00000309196.1	428	428	428	428
ENSG00000279189.1	5446	5446	5446	5446
ENSG00000254896.1	2936	2936	2936	2936
ENSG00000287068.2	864	879	948	1610
ENSG00000255258.3	881	892	1452	6108
ENSG00000299312.1	737	737	939	939
ENSG00000166118.8	763	763	873	898
ENSG00000213153.3	751	751	751	751
ENSG00000080854.16	3661	904	17159	17862
ENSG00000284020.1	78	78	78	78
ENSG00000301905.1	796	796	796	796
ENSG00000299430.1	799	805	864	957
ENSG00000302493.1	497	497	497	497
ENSG00000305360.1	1028	1028	1192	1428
ENSG00000255406.4	953	958	1332	2260
ENSG00000204241.10	1376	1215	4352	9059
ENSG00000305423.1	869	869	869	869
ENSG00000254648.1	1130	1130	1130	1130
ENSG00000295458.1	540	540	540	540
ENSG00000166086.13	1432	837	3765	5305
ENSG00000254481.1	502	502	502	502
ENSG00000151503.14	3640	3776	10474	18698
ENSG00000254616.1	586	586	586	586
ENSG00000255348.2	508	508	508	508
ENSG00000151502.11	1473	858	3661	6453
ENSG00000151500.15	887	909	1304	2119
ENSG00000151498.12	1414	1262	3315	7121
ENSG00000294256.1	236	236	236	236
ENSG00000289399.3	1560	1560	1633	2159
ENSG00000166105.16	2489	2761	3862	8945
ENSG00000308440.1	464	464	464	464
ENSG00000254442.1	307	307	307	307
ENSG00000149328.16	2620	2138	5621	7166
ENSG00000109956.13	4030	3976	6160	11749
ENSG00000255545.9	1299	995	4435	12122
ENSG00000301265.1	1511	1511	1511	1511
ENSG00000254573.2	532	535	598	743
ENSG00000294857.1	637	637	637	637
ENSG00000255344.3	1093	1010	2838	5832
ENSG00000254989.1	389	389	389	389
ENSG00000285640.2	1646	1646	2259	2262
ENSG00000309662.1	911	911	1162	1165
ENSG00000251226.3	903	586	3684	6902
ENSG00000297868.1	2031	2031	2031	2031
ENSG00000304250.1	809	809	809	809
ENSG00000287251.2	1047	435	2322	2498
ENSG00000301353.1	594	594	594	594
ENSG00000255327.1	762	762	762	762
ENSG00000285735.3	1191	892	2442	6266
ENSG00000301659.1	914	873	1165	2337
ENSG00000279046.1	1117	1117	1117	1117
ENSG00000299455.1	740	740	740	740
ENSG00000255512.2	1289	1289	1865	2032
ENSG00000256263.1	366	366	366	366
ENSG00000304414.1	385	385	410	458
ENSG00000304309.1	1409	1443	3371	8301
ENSG00000226210.3	1817	1817	1817	1817
ENSG00000304492.1	498	498	498	498
ENSG00000304454.1	1118	1118	1349	1409
ENSG00000249054.2	1193	1193	1199	1289
ENSG00000296614.1	389	395	525	761
ENSG00000120645.12	2250	539	7087	7679
ENSG00000256948.2	715	715	715	715
ENSG00000249695.6	3910	3910	4913	5439
ENSG00000256540.3	1014	889	2260	2987
ENSG00000255671.2	705	782	897	1783
ENSG00000309458.1	1265	1265	1265	1265
ENSG00000111181.13	1389	665	3332	5317
