"","circRNA","miRNAs"
"45057","hsa_circ_0008189","hsa-miR-142-3p"
"45058","hsa_circ_0008189","hsa-miR-224"
"45059","hsa_circ_0008189","hsa-miR-326"
"45060","hsa_circ_0008189","hsa-miR-330-5p"
"45061","hsa_circ_0008189","hsa-miR-338-3p"
"45062","hsa_circ_0008189","hsa-miR-375-3p"
"45063","hsa_circ_0008189","hsa-miR-409-3p"
"45064","hsa_circ_0008189","hsa-miR-431-5p"
"45065","hsa_circ_0008189","hsa-miR-450b-3p"
"45066","hsa_circ_0008189","hsa-miR-508-3p"
"45067","hsa_circ_0008189","hsa-miR-548b-3p"
"45068","hsa_circ_0008189","hsa-miR-549a-3p"
"45069","hsa_circ_0008189","hsa-miR-555"
"45070","hsa_circ_0008189","hsa-miR-568"
"45071","hsa_circ_0008189","hsa-miR-581"
"45072","hsa_circ_0008189","hsa-miR-604"
"45073","hsa_circ_0008189","hsa-miR-606"
"45074","hsa_circ_0008189","hsa-miR-616-3p"
"45075","hsa_circ_0008189","hsa-miR-623"
"45076","hsa_circ_0008189","hsa-miR-626"
"45077","hsa_circ_0008189","hsa-miR-629-5p"
"45078","hsa_circ_0008189","hsa-miR-634"
"45079","hsa_circ_0008189","hsa-miR-643"
"45080","hsa_circ_0008189","hsa-miR-647"
"45081","hsa_circ_0008189","hsa-miR-649"
"45082","hsa_circ_0008189","hsa-miR-656-3p"
"45083","hsa_circ_0008189","hsa-miR-668-3p"
"45084","hsa_circ_0008189","hsa-miR-758-3p"
"45085","hsa_circ_0008189","hsa-miR-766-3p"
"45086","hsa_circ_0008189","hsa-miR-767-5p"
"45087","hsa_circ_0008189","hsa-miR-769-3p"
"45088","hsa_circ_0008189","hsa-miR-885-5p"
"45089","hsa_circ_0008189","hsa-miR-890"
"45090","hsa_circ_0008189","hsa-miR-944"
"45091","hsa_circ_0004410","hsa-miR-1182"
"45092","hsa_circ_0004410","hsa-miR-1236-3p"
"45093","hsa_circ_0004410","hsa-miR-1248"
"45094","hsa_circ_0004410","hsa-miR-1287-5p"
"45095","hsa_circ_0004410","hsa-miR-1290"
"45096","hsa_circ_0004410","hsa-miR-136-5p"
"45097","hsa_circ_0004410","hsa-miR-151a-3p"
"45098","hsa_circ_0004410","hsa-miR-223-3p"
"45099","hsa_circ_0004410","hsa-miR-370-3p"
"45100","hsa_circ_0004410","hsa-miR-496"
"45101","hsa_circ_0004410","hsa-miR-515-5p"
"45102","hsa_circ_0004410","hsa-miR-567"
"45103","hsa_circ_0004410","hsa-miR-576-3p"
"45104","hsa_circ_0004410","hsa-miR-647"
"45105","hsa_circ_0000657","hsa-miR-1178-3p"
"45106","hsa_circ_0000657","hsa-miR-1225-3p"
"45107","hsa_circ_0000657","hsa-miR-1233-3p"
"45108","hsa_circ_0000657","hsa-miR-1248"
"45109","hsa_circ_0000657","hsa-miR-1287-5p"
"45110","hsa_circ_0000657","hsa-miR-139-3p"
"45111","hsa_circ_0000657","hsa-miR-149-5p"
"45112","hsa_circ_0000657","hsa-miR-324-5p"
"45113","hsa_circ_0000657","hsa-miR-326"
"45114","hsa_circ_0000657","hsa-miR-330-5p"
"45115","hsa_circ_0000657","hsa-miR-498-5p"
"45116","hsa_circ_0000657","hsa-miR-570-3p"
"45117","hsa_circ_0000657","hsa-miR-572"
"45118","hsa_circ_0000657","hsa-miR-604"
"45119","hsa_circ_0000657","hsa-miR-635"
"45120","hsa_circ_0000657","hsa-miR-637"
"45121","hsa_circ_0000657","hsa-miR-647"
"45122","hsa_circ_0000657","hsa-miR-663b"
"45123","hsa_circ_0000657","hsa-miR-665"
"45124","hsa_circ_0000657","hsa-miR-7"
"45125","hsa_circ_0000657","hsa-miR-890"
"45126","hsa_circ_0000657","hsa-miR-892b"
"45127","hsa_circ_0000657","hsa-miR-924"
"45128","hsa_circ_0039366","hsa-miR-1179"
"45129","hsa_circ_0039366","hsa-miR-1182"
"45130","hsa_circ_0039366","hsa-miR-1203"
"45131","hsa_circ_0039366","hsa-miR-1206"
"45132","hsa_circ_0039366","hsa-miR-1225-5p"
"45133","hsa_circ_0039366","hsa-miR-1229-3p"
"45134","hsa_circ_0039366","hsa-miR-1248"
"45135","hsa_circ_0039366","hsa-miR-1252-5p"
"45136","hsa_circ_0039366","hsa-miR-1303"
"45137","hsa_circ_0039366","hsa-miR-136-5p"
"45138","hsa_circ_0039366","hsa-miR-182-5p"
"45139","hsa_circ_0039366","hsa-miR-186-5p"
"45140","hsa_circ_0039366","hsa-miR-187-3p"
"45141","hsa_circ_0039366","hsa-miR-331-3p"
"45142","hsa_circ_0039366","hsa-miR-369-5p"
"45143","hsa_circ_0039366","hsa-miR-409-3p"
"45144","hsa_circ_0039366","hsa-miR-432-5p"
"45145","hsa_circ_0039366","hsa-miR-450b-3p"
"45146","hsa_circ_0039366","hsa-miR-513a-5p"
"45147","hsa_circ_0039366","hsa-miR-548p"
"45148","hsa_circ_0039366","hsa-miR-556-3p"
"45149","hsa_circ_0039366","hsa-miR-556-5p"
"45150","hsa_circ_0039366","hsa-miR-558"
"45151","hsa_circ_0039366","hsa-miR-568"
"45152","hsa_circ_0039366","hsa-miR-577"
"45153","hsa_circ_0039366","hsa-miR-579-3p"
"45154","hsa_circ_0039366","hsa-miR-587"
"45155","hsa_circ_0039366","hsa-miR-618"
"45156","hsa_circ_0039366","hsa-miR-623"
"45157","hsa_circ_0039366","hsa-miR-633"
"45158","hsa_circ_0039366","hsa-miR-638"
"45159","hsa_circ_0039366","hsa-miR-657"
"45160","hsa_circ_0039366","hsa-miR-662"
"45161","hsa_circ_0039366","hsa-miR-767-5p"
"45162","hsa_circ_0039366","hsa-miR-769-3p"
"45163","hsa_circ_0039366","hsa-miR-942-5p"
"45164","hsa_circ_0003899","hsa-miR-1248"
"45165","hsa_circ_0003899","hsa-miR-1261"
"45166","hsa_circ_0003899","hsa-miR-1270"
"45167","hsa_circ_0003899","hsa-miR-1292-5p"
"45168","hsa_circ_0003899","hsa-miR-1294"
"45169","hsa_circ_0003899","hsa-miR-142-5p"
"45170","hsa_circ_0003899","hsa-miR-149-5p"
"45171","hsa_circ_0003899","hsa-miR-296-5p"
"45172","hsa_circ_0003899","hsa-miR-370-3p"
"45173","hsa_circ_0003899","hsa-miR-548b-3p"
"45174","hsa_circ_0003899","hsa-miR-561-3p"
"45175","hsa_circ_0003899","hsa-miR-578"
"45176","hsa_circ_0003899","hsa-miR-581"
"45177","hsa_circ_0003899","hsa-miR-599"
"45178","hsa_circ_0003899","hsa-miR-620"
"45179","hsa_circ_0003899","hsa-miR-621"
"45180","hsa_circ_0003899","hsa-miR-622"
"45181","hsa_circ_0003899","hsa-miR-626"
"45182","hsa_circ_0003899","hsa-miR-653-5p"
"45183","hsa_circ_0003899","hsa-miR-665"
"45184","hsa_circ_0003899","hsa-miR-767-5p"
"45185","hsa_circ_0003899","hsa-miR-885-3p"
"45186","hsa_circ_0003899","hsa-miR-885-5p"
"45187","hsa_circ_0002465","hsa-miR-1208"
"45188","hsa_circ_0002465","hsa-miR-1225-5p"
"45189","hsa_circ_0002465","hsa-miR-1231"
"45190","hsa_circ_0002465","hsa-miR-1245a"
"45191","hsa_circ_0002465","hsa-miR-1253"
"45192","hsa_circ_0002465","hsa-miR-1276"
"45193","hsa_circ_0002465","hsa-miR-1303"
"45194","hsa_circ_0002465","hsa-miR-194-5p"
"45195","hsa_circ_0002465","hsa-miR-549a-3p"
"45196","hsa_circ_0002465","hsa-miR-561-3p"
"45197","hsa_circ_0002465","hsa-miR-568"
"45198","hsa_circ_0002465","hsa-miR-580-3p"
"45199","hsa_circ_0002465","hsa-miR-583"
"45200","hsa_circ_0002465","hsa-miR-595"
"45201","hsa_circ_0002465","hsa-miR-615-5p"
"45202","hsa_circ_0002465","hsa-miR-643"
"45203","hsa_circ_0002465","hsa-miR-7"
"45204","hsa_circ_0002465","hsa-miR-758-3p"
"45205","hsa_circ_0002073","hsa-miR-1179"
"45206","hsa_circ_0002073","hsa-miR-1197"
"45207","hsa_circ_0002073","hsa-miR-1206"
"45208","hsa_circ_0002073","hsa-miR-127-5p"
"45209","hsa_circ_0002073","hsa-miR-338-3p"
"45210","hsa_circ_0002073","hsa-miR-517a-3p"
"45211","hsa_circ_0002073","hsa-miR-517b"
"45212","hsa_circ_0002073","hsa-miR-517c-3p"
"45213","hsa_circ_0002073","hsa-miR-585-3p"
"45214","hsa_circ_0002073","hsa-miR-626"
"45215","hsa_circ_0002073","hsa-miR-635"
"45216","hsa_circ_0002073","hsa-miR-639"
"45217","hsa_circ_0002073","hsa-miR-665"
"45218","hsa_circ_0047378","hsa-miR-1184"
"45219","hsa_circ_0047378","hsa-miR-1205"
"45220","hsa_circ_0047378","hsa-miR-1231"
"45221","hsa_circ_0047378","hsa-miR-1236-3p"
"45222","hsa_circ_0047378","hsa-miR-1245a"
"45223","hsa_circ_0047378","hsa-miR-1265"
"45224","hsa_circ_0047378","hsa-miR-1305"
"45225","hsa_circ_0047378","hsa-miR-139-5p"
"45226","hsa_circ_0047378","hsa-miR-494-3p"
"45227","hsa_circ_0047378","hsa-miR-498-5p"
"45228","hsa_circ_0047378","hsa-miR-507"
"45229","hsa_circ_0047378","hsa-miR-526b-5p"
"45230","hsa_circ_0047378","hsa-miR-554"
"45231","hsa_circ_0047378","hsa-miR-557"
"45232","hsa_circ_0047378","hsa-miR-561-3p"
"45233","hsa_circ_0047378","hsa-miR-576-3p"
"45234","hsa_circ_0047378","hsa-miR-600"
"45235","hsa_circ_0047378","hsa-miR-626"
"45236","hsa_circ_0047378","hsa-miR-630"
"45237","hsa_circ_0047378","hsa-miR-640"
"45238","hsa_circ_0047378","hsa-miR-643"
"45239","hsa_circ_0047378","hsa-miR-873-5p"
"45240","hsa_circ_0008345","hsa-miR-1179"
"45241","hsa_circ_0008345","hsa-miR-1248"
"45242","hsa_circ_0008345","hsa-miR-127-5p"
"45243","hsa_circ_0008345","hsa-miR-151a-3p"
"45244","hsa_circ_0008345","hsa-miR-182-5p"
"45245","hsa_circ_0008345","hsa-miR-186-5p"
"45246","hsa_circ_0008345","hsa-miR-330-3p"
"45247","hsa_circ_0008345","hsa-miR-331-5p"
"45248","hsa_circ_0008345","hsa-miR-335-5p"
"45249","hsa_circ_0008345","hsa-miR-383-5p"
"45250","hsa_circ_0008345","hsa-miR-520g-3p"
"45251","hsa_circ_0008345","hsa-miR-520h"
"45252","hsa_circ_0008345","hsa-miR-532-3p"
"45253","hsa_circ_0008345","hsa-miR-548c-3p"
"45254","hsa_circ_0008345","hsa-miR-548g-3p"
"45255","hsa_circ_0008345","hsa-miR-576-5p"
"45256","hsa_circ_0008345","hsa-miR-582-3p"
"45257","hsa_circ_0008345","hsa-miR-942-5p"
"45258","hsa_circ_0005689","hsa-miR-1184"
"45259","hsa_circ_0005689","hsa-miR-1203"
"45260","hsa_circ_0005689","hsa-miR-1231"
"45261","hsa_circ_0005689","hsa-miR-1236-3p"
"45262","hsa_circ_0005689","hsa-miR-1272"
"45263","hsa_circ_0005689","hsa-miR-127-5p"
"45264","hsa_circ_0005689","hsa-miR-1292-5p"
"45265","hsa_circ_0005689","hsa-miR-1296-5p"
"45266","hsa_circ_0005689","hsa-miR-151a-3p"
"45267","hsa_circ_0005689","hsa-miR-1827"
"45268","hsa_circ_0005689","hsa-miR-502-5p"
"45269","hsa_circ_0005689","hsa-miR-507"
"45270","hsa_circ_0005689","hsa-miR-508-3p"
"45271","hsa_circ_0005689","hsa-miR-520f-3p"
"45272","hsa_circ_0005689","hsa-miR-556-5p"
"45273","hsa_circ_0005689","hsa-miR-557"
"45274","hsa_circ_0005689","hsa-miR-593-3p"
"45275","hsa_circ_0005689","hsa-miR-614"
"45276","hsa_circ_0005689","hsa-miR-637"
"45277","hsa_circ_0005689","hsa-miR-647"
"45278","hsa_circ_0005689","hsa-miR-651-5p"
"45279","hsa_circ_0005689","hsa-miR-653-5p"
"45280","hsa_circ_0005689","hsa-miR-659-3p"
"45281","hsa_circ_0005689","hsa-miR-663b"
"45282","hsa_circ_0005689","hsa-miR-7"
"45283","hsa_circ_0005689","hsa-miR-767-5p"
"45284","hsa_circ_0005689","hsa-miR-876-3p"
"45285","hsa_circ_0005689","hsa-miR-887-3p"
"45286","hsa_circ_0000099","hsa-miR-1205"
"45287","hsa_circ_0000099","hsa-miR-1224-3p"
"45288","hsa_circ_0000099","hsa-miR-1225-3p"
"45289","hsa_circ_0000099","hsa-miR-1227-3p"
"45290","hsa_circ_0000099","hsa-miR-1233-3p"
"45291","hsa_circ_0000099","hsa-miR-1244"
"45292","hsa_circ_0000099","hsa-miR-1257"
"45293","hsa_circ_0000099","hsa-miR-1280"
"45294","hsa_circ_0000099","hsa-miR-1287-5p"
"45295","hsa_circ_0000099","hsa-miR-1288-3p"
"45296","hsa_circ_0000099","hsa-miR-136-5p"
"45297","hsa_circ_0000099","hsa-miR-145-5p"
"45298","hsa_circ_0000099","hsa-miR-1825"
"45299","hsa_circ_0000099","hsa-miR-188-3p"
"45300","hsa_circ_0000099","hsa-miR-197-3p"
"45301","hsa_circ_0000099","hsa-miR-223-3p"
"45302","hsa_circ_0000099","hsa-miR-323a-3p"
"45303","hsa_circ_0000099","hsa-miR-324-5p"
"45304","hsa_circ_0000099","hsa-miR-331-5p"
"45305","hsa_circ_0000099","hsa-miR-335-5p"
"45306","hsa_circ_0000099","hsa-miR-382-5p"
"45307","hsa_circ_0000099","hsa-miR-431-5p"
"45308","hsa_circ_0000099","hsa-miR-432-5p"
"45309","hsa_circ_0000099","hsa-miR-488-3p"
"45310","hsa_circ_0000099","hsa-miR-507"
"45311","hsa_circ_0000099","hsa-miR-508-3p"
"45312","hsa_circ_0000099","hsa-miR-515-5p"
"45313","hsa_circ_0000099","hsa-miR-516a-5p"
"45314","hsa_circ_0000099","hsa-miR-548g-3p"
"45315","hsa_circ_0000099","hsa-miR-554"
"45316","hsa_circ_0000099","hsa-miR-557"
"45317","hsa_circ_0000099","hsa-miR-571"
"45318","hsa_circ_0000099","hsa-miR-576-3p"
"45319","hsa_circ_0000099","hsa-miR-576-5p"
"45320","hsa_circ_0000099","hsa-miR-579-3p"
"45321","hsa_circ_0000099","hsa-miR-581"
"45322","hsa_circ_0000099","hsa-miR-582-3p"
"45323","hsa_circ_0000099","hsa-miR-587"
"45324","hsa_circ_0000099","hsa-miR-605-5p"
"45325","hsa_circ_0000099","hsa-miR-610"
"45326","hsa_circ_0000099","hsa-miR-623"
"45327","hsa_circ_0000099","hsa-miR-633"
"45328","hsa_circ_0000099","hsa-miR-636"
"45329","hsa_circ_0000099","hsa-miR-654-3p"
"45330","hsa_circ_0000099","hsa-miR-671-5p"
"45331","hsa_circ_0000099","hsa-miR-766-3p"
"45332","hsa_circ_0000099","hsa-miR-767-5p"
"45333","hsa_circ_0000099","hsa-miR-769-5p"
"45334","hsa_circ_0000099","hsa-miR-935"
"45335","hsa_circ_0000099","hsa-miR-941"
"45336","hsa_circ_0000099","hsa-miR-942-5p"
"45337","hsa_circ_0083228","hsa-miR-1179"
"45338","hsa_circ_0083228","hsa-miR-1204"
"45339","hsa_circ_0083228","hsa-miR-1238-3p"
"45340","hsa_circ_0083228","hsa-miR-1248"
"45341","hsa_circ_0083228","hsa-miR-1251-5p"
"45342","hsa_circ_0083228","hsa-miR-127-5p"
"45343","hsa_circ_0083228","hsa-miR-1281"
"45344","hsa_circ_0083228","hsa-miR-1299"
"45345","hsa_circ_0083228","hsa-miR-1305"
"45346","hsa_circ_0083228","hsa-miR-142-5p"
"45347","hsa_circ_0083228","hsa-miR-145-5p"
"45348","hsa_circ_0083228","hsa-miR-149-5p"
"45349","hsa_circ_0083228","hsa-miR-1827"
"45350","hsa_circ_0083228","hsa-miR-197-3p"
"45351","hsa_circ_0083228","hsa-miR-217-5p"
"45352","hsa_circ_0083228","hsa-miR-326"
"45353","hsa_circ_0083228","hsa-miR-330-5p"
"45354","hsa_circ_0083228","hsa-miR-494-3p"
"45355","hsa_circ_0083228","hsa-miR-502-5p"
"45356","hsa_circ_0083228","hsa-miR-510-5p"
"45357","hsa_circ_0083228","hsa-miR-520g-3p"
"45358","hsa_circ_0083228","hsa-miR-520h"
"45359","hsa_circ_0083228","hsa-miR-570-3p"
"45360","hsa_circ_0083228","hsa-miR-576-5p"
"45361","hsa_circ_0083228","hsa-miR-578"
"45362","hsa_circ_0083228","hsa-miR-579-3p"
"45363","hsa_circ_0083228","hsa-miR-586"
"45364","hsa_circ_0083228","hsa-miR-587"
"45365","hsa_circ_0083228","hsa-miR-599"
"45366","hsa_circ_0083228","hsa-miR-604"
"45367","hsa_circ_0083228","hsa-miR-607"
"45368","hsa_circ_0083228","hsa-miR-610"
"45369","hsa_circ_0083228","hsa-miR-623"
"45370","hsa_circ_0083228","hsa-miR-626"
"45371","hsa_circ_0083228","hsa-miR-633"
"45372","hsa_circ_0083228","hsa-miR-643"
"45373","hsa_circ_0083228","hsa-miR-647"
"45374","hsa_circ_0083228","hsa-miR-654-3p"
"45375","hsa_circ_0083228","hsa-miR-877-5p"
"45376","hsa_circ_0083228","hsa-miR-892b"
"45377","hsa_circ_0003842","hsa-miR-1229-3p"
"45378","hsa_circ_0003842","hsa-miR-1244"
"45379","hsa_circ_0003842","hsa-miR-1263"
"45380","hsa_circ_0003842","hsa-miR-1272"
"45381","hsa_circ_0003842","hsa-miR-1287-5p"
"45382","hsa_circ_0003842","hsa-miR-1298-5p"
"45383","hsa_circ_0003842","hsa-miR-1304-5p"
"45384","hsa_circ_0003842","hsa-miR-142-5p"
"45385","hsa_circ_0003842","hsa-miR-411-5p"
"45386","hsa_circ_0003842","hsa-miR-570-3p"
"45387","hsa_circ_0003842","hsa-miR-609"
"45388","hsa_circ_0003842","hsa-miR-663b"
"45389","hsa_circ_0003842","hsa-miR-942-5p"
"45390","hsa_circ_0006856","hsa-miR-1200"
"45391","hsa_circ_0006856","hsa-miR-1227-3p"
"45392","hsa_circ_0006856","hsa-miR-127-5p"
"45393","hsa_circ_0006856","hsa-miR-1278"
"45394","hsa_circ_0006856","hsa-miR-1825"
"45395","hsa_circ_0006856","hsa-miR-194-5p"
"45396","hsa_circ_0006856","hsa-miR-335-5p"
"45397","hsa_circ_0006856","hsa-miR-338-5p"
"45398","hsa_circ_0006856","hsa-miR-411-5p"
"45399","hsa_circ_0006856","hsa-miR-433-3p"
"45400","hsa_circ_0006856","hsa-miR-496"
"45401","hsa_circ_0006856","hsa-miR-507"
"45402","hsa_circ_0006856","hsa-miR-512-5p"
"45403","hsa_circ_0006856","hsa-miR-556-5p"
"45404","hsa_circ_0006856","hsa-miR-557"
"45405","hsa_circ_0006856","hsa-miR-568"
"45406","hsa_circ_0006856","hsa-miR-576-5p"
"45407","hsa_circ_0006856","hsa-miR-593-3p"
"45408","hsa_circ_0006856","hsa-miR-616-3p"
"45409","hsa_circ_0006856","hsa-miR-626"
"45410","hsa_circ_0006856","hsa-miR-634"
"45411","hsa_circ_0006856","hsa-miR-639"
"45412","hsa_circ_0006856","hsa-miR-646"
"45413","hsa_circ_0006856","hsa-miR-656-3p"
"45414","hsa_circ_0006856","hsa-miR-767-5p"
"45415","hsa_circ_0006856","hsa-miR-889-3p"
"45416","hsa_circ_0006856","hsa-miR-891b"
"45417","hsa_circ_0006856","hsa-miR-892b"
"45418","hsa_circ_0006856","hsa-miR-936"
"45419","hsa_circ_0004649","hsa-miR-1225-3p"
"45420","hsa_circ_0004649","hsa-miR-1233-3p"
"45421","hsa_circ_0004649","hsa-miR-1245a"
"45422","hsa_circ_0004649","hsa-miR-1248"
"45423","hsa_circ_0004649","hsa-miR-1251-5p"
"45424","hsa_circ_0004649","hsa-miR-1270"
"45425","hsa_circ_0004649","hsa-miR-1272"
"45426","hsa_circ_0004649","hsa-miR-145-5p"
"45427","hsa_circ_0004649","hsa-miR-188-3p"
"45428","hsa_circ_0004649","hsa-miR-382-5p"
"45429","hsa_circ_0004649","hsa-miR-432-5p"
"45430","hsa_circ_0004649","hsa-miR-433-3p"
"45431","hsa_circ_0004649","hsa-miR-512-5p"
"45432","hsa_circ_0004649","hsa-miR-526b-5p"
"45433","hsa_circ_0004649","hsa-miR-605-5p"
"45434","hsa_circ_0004649","hsa-miR-620"
"45435","hsa_circ_0004649","hsa-miR-653-5p"
"45436","hsa_circ_0004649","hsa-miR-758-3p"
"45437","hsa_circ_0004649","hsa-miR-890"
"45438","hsa_circ_0004649","hsa-miR-938"
"45439","hsa_circ_0039783","hsa-miR-1270"
"45440","hsa_circ_0039783","hsa-miR-1307-3p"
"45441","hsa_circ_0039783","hsa-miR-1324"
"45442","hsa_circ_0039783","hsa-miR-136-5p"
"45443","hsa_circ_0039783","hsa-miR-576-5p"
"45444","hsa_circ_0039783","hsa-miR-607"
"45445","hsa_circ_0039783","hsa-miR-620"
"45446","hsa_circ_0039783","hsa-miR-659-3p"
"45447","hsa_circ_0039783","hsa-miR-663b"
"45448","hsa_circ_0039783","hsa-miR-875-5p"
"45449","hsa_circ_0039783","hsa-miR-942-5p"
"45450","hsa_circ_0052114","hsa-miR-1184"
"45451","hsa_circ_0052114","hsa-miR-1224-3p"
"45452","hsa_circ_0052114","hsa-miR-1245a"
"45453","hsa_circ_0052114","hsa-miR-1272"
"45454","hsa_circ_0052114","hsa-miR-1280"
"45455","hsa_circ_0052114","hsa-miR-1322"
"45456","hsa_circ_0052114","hsa-miR-149-5p"
"45457","hsa_circ_0052114","hsa-miR-513a-5p"
"45458","hsa_circ_0052114","hsa-miR-532-3p"
"45459","hsa_circ_0052114","hsa-miR-554"
"45460","hsa_circ_0052114","hsa-miR-568"
"45461","hsa_circ_0052114","hsa-miR-574-5p"
"45462","hsa_circ_0052114","hsa-miR-586"
"45463","hsa_circ_0052114","hsa-miR-7"
"45464","hsa_circ_0060762","hsa-miR-1227-3p"
"45465","hsa_circ_0060762","hsa-miR-1253"
"45466","hsa_circ_0060762","hsa-miR-1289"
"45467","hsa_circ_0060762","hsa-miR-1299"
"45468","hsa_circ_0060762","hsa-miR-142-3p"
"45469","hsa_circ_0060762","hsa-miR-192-5p"
"45470","hsa_circ_0060762","hsa-miR-197-3p"
"45471","hsa_circ_0060762","hsa-miR-215-5p"
"45472","hsa_circ_0060762","hsa-miR-326"
"45473","hsa_circ_0060762","hsa-miR-330-5p"
"45474","hsa_circ_0060762","hsa-miR-337-3p"
"45475","hsa_circ_0060762","hsa-miR-384"
"45476","hsa_circ_0060762","hsa-miR-510-5p"
"45477","hsa_circ_0060762","hsa-miR-512-5p"
"45478","hsa_circ_0060762","hsa-miR-515-3p"
"45479","hsa_circ_0060762","hsa-miR-519e-3p"
"45480","hsa_circ_0060762","hsa-miR-520f-3p"
"45481","hsa_circ_0060762","hsa-miR-545-3p"
"45482","hsa_circ_0060762","hsa-miR-549a-3p"
"45483","hsa_circ_0060762","hsa-miR-568"
"45484","hsa_circ_0060762","hsa-miR-577"
"45485","hsa_circ_0060762","hsa-miR-578"
"45486","hsa_circ_0060762","hsa-miR-579-3p"
"45487","hsa_circ_0060762","hsa-miR-593-3p"
"45488","hsa_circ_0060762","hsa-miR-622"
"45489","hsa_circ_0060762","hsa-miR-625-5p"
"45490","hsa_circ_0060762","hsa-miR-628-3p"
"45491","hsa_circ_0060762","hsa-miR-643"
"45492","hsa_circ_0060762","hsa-miR-659-3p"
"45493","hsa_circ_0060762","hsa-miR-873-5p"
"45494","hsa_circ_0060762","hsa-miR-876-3p"
"45495","hsa_circ_0060762","hsa-miR-888-5p"
"45496","hsa_circ_0001547","hsa-miR-1179"
"45497","hsa_circ_0001547","hsa-miR-1182"
"45498","hsa_circ_0001547","hsa-miR-1183"
"45499","hsa_circ_0001547","hsa-miR-1184"
"45500","hsa_circ_0001547","hsa-miR-1197"
"45501","hsa_circ_0001547","hsa-miR-1200"
"45502","hsa_circ_0001547","hsa-miR-1205"
"45503","hsa_circ_0001547","hsa-miR-1206"
"45504","hsa_circ_0001547","hsa-miR-1224-3p"
"45505","hsa_circ_0001547","hsa-miR-1228-3p"
"45506","hsa_circ_0001547","hsa-miR-1229-3p"
"45507","hsa_circ_0001547","hsa-miR-1231"
"45508","hsa_circ_0001547","hsa-miR-1234-3p"
"45509","hsa_circ_0001547","hsa-miR-1236-3p"
"45510","hsa_circ_0001547","hsa-miR-1238-3p"
"45511","hsa_circ_0001547","hsa-miR-1246"
"45512","hsa_circ_0001547","hsa-miR-1248"
"45513","hsa_circ_0001547","hsa-miR-1252-5p"
"45514","hsa_circ_0001547","hsa-miR-1253"
"45515","hsa_circ_0001547","hsa-miR-1258"
"45516","hsa_circ_0001547","hsa-miR-1261"
"45517","hsa_circ_0001547","hsa-miR-1264"
"45518","hsa_circ_0001547","hsa-miR-1265"
"45519","hsa_circ_0001547","hsa-miR-1270"
"45520","hsa_circ_0001547","hsa-miR-1289"
"45521","hsa_circ_0001547","hsa-miR-1305"
"45522","hsa_circ_0001547","hsa-miR-1324"
"45523","hsa_circ_0001547","hsa-miR-136-5p"
"45524","hsa_circ_0001547","hsa-miR-139-5p"
"45525","hsa_circ_0001547","hsa-miR-140-3p"
"45526","hsa_circ_0001547","hsa-miR-142-3p"
"45527","hsa_circ_0001547","hsa-miR-144-3p"
"45528","hsa_circ_0001547","hsa-miR-145-5p"
"45529","hsa_circ_0001547","hsa-miR-149-5p"
"45530","hsa_circ_0001547","hsa-miR-155"
"45531","hsa_circ_0001547","hsa-miR-182-5p"
"45532","hsa_circ_0001547","hsa-miR-1825"
"45533","hsa_circ_0001547","hsa-miR-1827"
"45534","hsa_circ_0001547","hsa-miR-186-5p"
"45535","hsa_circ_0001547","hsa-miR-188-3p"
"45536","hsa_circ_0001547","hsa-miR-194-5p"
"45537","hsa_circ_0001547","hsa-miR-197-3p"
"45538","hsa_circ_0001547","hsa-miR-198"
"45539","hsa_circ_0001547","hsa-miR-21-5p"
"45540","hsa_circ_0001547","hsa-miR-223-3p"
"45541","hsa_circ_0001547","hsa-miR-296-5p"
"45542","hsa_circ_0001547","hsa-miR-323a-3p"
"45543","hsa_circ_0001547","hsa-miR-324-5p"
"45544","hsa_circ_0001547","hsa-miR-361-3p"
"45545","hsa_circ_0001547","hsa-miR-377-3p"
"45546","hsa_circ_0001547","hsa-miR-382-5p"
"45547","hsa_circ_0001547","hsa-miR-383-5p"
"45548","hsa_circ_0001547","hsa-miR-384"
"45549","hsa_circ_0001547","hsa-miR-411-5p"
"45550","hsa_circ_0001547","hsa-miR-431-5p"
"45551","hsa_circ_0001547","hsa-miR-432-5p"
"45552","hsa_circ_0001547","hsa-miR-450b-3p"
"45553","hsa_circ_0001547","hsa-miR-486-3p"
"45554","hsa_circ_0001547","hsa-miR-487a-3p"
"45555","hsa_circ_0001547","hsa-miR-488-3p"
"45556","hsa_circ_0001547","hsa-miR-495-3p"
"45557","hsa_circ_0001547","hsa-miR-498-5p"
"45558","hsa_circ_0001547","hsa-miR-502-5p"
"45559","hsa_circ_0001547","hsa-miR-507"
"45560","hsa_circ_0001547","hsa-miR-512-5p"
"45561","hsa_circ_0001547","hsa-miR-513a-3p"
"45562","hsa_circ_0001547","hsa-miR-513a-5p"
"45563","hsa_circ_0001547","hsa-miR-515-5p"
"45564","hsa_circ_0001547","hsa-miR-518a-5p"
"45565","hsa_circ_0001547","hsa-miR-520f-3p"
"45566","hsa_circ_0001547","hsa-miR-520g-3p"
"45567","hsa_circ_0001547","hsa-miR-520h"
"45568","hsa_circ_0001547","hsa-miR-527"
"45569","hsa_circ_0001547","hsa-miR-532-3p"
"45570","hsa_circ_0001547","hsa-miR-543"
"45571","hsa_circ_0001547","hsa-miR-548c-3p"
"45572","hsa_circ_0001547","hsa-miR-548k"
"45573","hsa_circ_0001547","hsa-miR-548m"
