ensembl_id,mean,median,longest_isoform,merged,gene_name
ENSG00000304985.1,890,890,890,890,ENSG00000304985
ENSG00000294077.1,1174,1174,1174,1174,ENSG00000294077
ENSG00000301201.1,1299,1299,1636,1922,ENSG00000301201
ENSG00000301188.1,724,724,724,724,ENSG00000301188
ENSG00000295650.1,530,530,530,530,ENSG00000295650
ENSG00000222558.1,104,104,104,104,RNU6-1064P
ENSG00000302194.1,1129,1129,1129,1129,ENSG00000302194
ENSG00000244104.3,299,299,299,299,RN7SL659P
ENSG00000231293.1,321,321,321,321,RPL36AP6
ENSG00000233727.1,177,177,177,177,ENSG00000233727
ENSG00000222459.1,113,113,113,113,RNA5SP293
ENSG00000303954.1,994,959,1263,2519,ENSG00000303954
ENSG00000236783.1,343,343,343,343,RPS15AP27
ENSG00000303967.1,1455,1455,1455,1455,ENSG00000303967
ENSG00000213557.4,380,380,380,380,RPL31P43
ENSG00000303981.1,1061,1061,1061,1061,ENSG00000303981
ENSG00000237360.2,420,420,420,420,CHCHD4P2
ENSG00000230030.2,785,651,1157,1703,ENSG00000230030
ENSG00000303422.1,1658,1658,1658,1658,ENSG00000303422
ENSG00000303441.1,959,959,959,959,ENSG00000303441
ENSG00000307437.1,493,493,493,493,ENSG00000307437
ENSG00000169253.3,318,318,318,318,RPL36P14
ENSG00000231678.2,400,400,400,400,ENSG00000231678
ENSG00000231810.1,308,308,308,308,RPL36AP35
ENSG00000213556.3,265,265,265,265,ENSG00000213556
ENSG00000148156.8,1399,1399,1399,1399,ACTL7B
ENSG00000187003.7,1491,1491,1491,1491,ACTL7A
ENSG00000070061.16,5446,5753,5951,6259,ELP1
ENSG00000119328.12,1200,1200,1901,2139,ABITRAM
ENSG00000119326.15,1640,1639,2522,2752,CTNNAL1
ENSG00000106771.13,5597,5597,7999,7999,TMEM245
ENSG00000199331.1,102,102,102,102,Y_RNA
ENSG00000207698.1,70,70,70,70,MIR32
ENSG00000260230.5,8155,8155,8155,8155,FRRS1L
ENSG00000095203.15,4951,4951,5896,7975,EPB41L4B
ENSG00000200106.1,109,109,109,109,RNU6-984P
ENSG00000237124.1,648,648,648,648,MTND2P11
ENSG00000207329.1,112,112,112,112,Y_RNA
ENSG00000070159.14,7732,7731,8765,9361,PTPN3
ENSG00000157654.19,5273,4605,9578,16842,PALM2AKAP2
ENSG00000294633.1,860,759,1190,1761,ENSG00000294633
ENSG00000263861.1,71,71,71,71,MIR3927
ENSG00000213539.4,1002,1002,1002,1002,YBX1P6
ENSG00000232939.4,788,788,788,788,ENSG00000232939
ENSG00000309073.1,281,281,281,281,ENSG00000309073
ENSG00000228053.1,478,478,478,478,RPL21P87
ENSG00000302079.1,635,658,754,1737,ENSG00000302079
ENSG00000188959.10,2687,2687,2687,2687,C9orf152
ENSG00000136810.13,686,686,737,737,TXN
ENSG00000302400.1,998,910,2275,3804,ENSG00000302400
ENSG00000204193.12,701,477,1787,2190,TXNDC8
ENSG00000307888.1,365,365,365,365,ENSG00000307888
ENSG00000165124.19,7731,7731,12205,12665,SVEP1
ENSG00000206658.1,107,107,107,107,RNU6-1039P
ENSG00000232896.2,782,782,782,782,ENSG00000232896
ENSG00000030304.15,4682,3344,8294,8336,MUSK
ENSG00000223918.1,224,224,224,224,ENSG00000223918
ENSG00000198121.15,3283,3315,3818,4137,LPAR1
ENSG00000206923.1,109,109,109,109,RNU6-432P
ENSG00000207401.1,102,102,102,102,Y_RNA
ENSG00000301611.1,619,619,723,1076,ENSG00000301611
ENSG00000301627.1,1255,1255,1255,1255,ENSG00000301627
ENSG00000212409.1,89,89,89,89,RNY4P18
ENSG00000227531.2,769,769,794,1168,ENSG00000227531
ENSG00000308512.1,481,481,481,481,ENSG00000308512
ENSG00000274263.1,59,59,59,59,MIR7702
ENSG00000171133.4,1205,1205,1373,1411,OR2K2
ENSG00000136813.15,7228,7215,7391,7595,ECPAS
ENSG00000223238.1,99,99,99,99,RNA5SP294
ENSG00000173258.13,4791,1836,14694,16723,ZNF483
ENSG00000106853.20,1340,1223,1599,1934,PTGR1
ENSG00000224644.1,302,302,302,302,ENSG00000224644
ENSG00000290837.2,928,908,1103,2113,LRRC37A5P
ENSG00000204173.12,585,585,585,585,LRRC37A5P
ENSG00000059769.20,2280,2280,2280,2280,DNAJC25
ENSG00000244115.1,1448,1448,1448,1448,DNAJC25-GNG10
ENSG00000242616.4,1201,1201,1201,1201,GNG10
ENSG00000165181.17,4428,4838,5200,6278,SHOC1
ENSG00000293946.1,633,633,633,633,ENSG00000293946
ENSG00000224067.2,413,413,413,413,ENSG00000224067
ENSG00000297825.1,1297,1297,1297,1297,ENSG00000297825
ENSG00000206907.1,107,107,107,107,RNU6-1013P
ENSG00000309688.1,514,514,514,514,ENSG00000309688
ENSG00000148154.10,3959,3959,3959,3959,UGCG
ENSG00000266315.1,70,70,70,70,MIR4668
ENSG00000299696.1,638,638,638,638,ENSG00000299696
ENSG00000222356.1,105,105,105,105,RNU6-710P
ENSG00000259953.3,3386,3386,4488,6773,LINC02977
ENSG00000106868.17,2914,2973,3015,3080,SUSD1
ENSG00000222327.1,104,104,104,104,RNU6-855P
ENSG00000200261.1,112,112,112,112,Y_RNA
ENSG00000225513.1,450,450,450,450,RPL29P20
ENSG00000119314.16,5869,7192,7995,8233,PTBP3
ENSG00000242256.3,290,290,290,290,RN7SL57P
ENSG00000199525.1,121,121,121,121,RNA5SP295
ENSG00000243911.3,242,242,242,242,RN7SL430P
ENSG00000230081.2,211,211,211,211,HSPE1P28
ENSG00000307073.1,411,411,411,411,ENSG00000307073
ENSG00000213529.3,403,403,403,403,RPL32P22
ENSG00000297814.1,582,582,582,582,ENSG00000297814
ENSG00000119471.15,3078,3078,3174,3202,HSDL2
ENSG00000230185.8,1142,950,2166,4482,HSDL2-AS1
ENSG00000165185.15,7362,7650,11795,13139,KIAA1958
ENSG00000250068.1,260,260,260,260,ENSG00000250068
ENSG00000294505.1,517,517,517,517,ENSG00000294505
ENSG00000148153.14,1900,874,4114,4146,INIP
ENSG00000226609.3,709,462,1728,1935,SNX30-DT
ENSG00000148158.17,7700,7700,7700,7700,SNX30
ENSG00000119457.8,2465,2465,2465,2465,SLC46A2
ENSG00000271631.1,610,610,610,610,SLC46A2-AS1
ENSG00000291094.2,1671,1776,1991,3483,ENSG00000291094
ENSG00000237906.1,566,566,566,566,MUPP
ENSG00000228623.9,11370,11370,11370,11370,ZNF883
ENSG00000136866.14,3565,2451,6277,6357,ZFP37
ENSG00000285115.1,422,422,422,422,ENSG00000285115
ENSG00000284763.1,422,422,422,422,ENSG00000284763
ENSG00000284962.1,422,422,422,422,ENSG00000284962
ENSG00000285076.1,422,422,422,422,ENSG00000285076
ENSG00000284867.1,422,422,422,422,ENSG00000284867
ENSG00000285370.1,422,422,422,422,ENSG00000285370
ENSG00000225684.5,2668,1360,7398,7907,FAM225B
ENSG00000231528.4,2536,1657,6114,6127,FAM225A
ENSG00000136867.11,1723,1723,1723,1723,SLC31A2
ENSG00000119321.10,7069,8007,8899,12427,FKBP15
ENSG00000306272.1,459,459,459,459,ENSG00000306272
ENSG00000136868.11,4762,4762,4762,4762,SLC31A1
ENSG00000176386.9,871,871,871,871,CDC26
ENSG00000136875.13,3458,3458,4020,4020,PRPF4
ENSG00000165188.14,1642,1830,2312,3646,RNF183
ENSG00000148225.17,4866,4866,4871,4871,WDR31
ENSG00000119411.11,2328,2328,2328,2328,BSPRY
ENSG00000119431.10,1657,1657,1834,2092,HDHD3
ENSG00000148218.16,3129,3129,3129,3129,ALAD
ENSG00000148229.13,2151,2151,2194,2194,POLE3
ENSG00000157653.12,2062,2062,2130,2136,C9orf43
ENSG00000138835.24,2997,2759,4591,7333,RGS3
ENSG00000237073.2,407,407,419,574,ENSG00000237073
ENSG00000282897.1,2787,2787,2787,2787,ENSG00000282897
ENSG00000233817.1,3043,3043,3043,3043,ENSG00000233817
ENSG00000227482.1,1223,1223,1223,1223,ENSG00000227482
ENSG00000214669.3,426,426,426,426,ENSG00000214669
ENSG00000232905.2,946,946,946,946,ENSG00000232905
ENSG00000310133.1,553,553,553,553,ENSG00000310133
ENSG00000157657.15,9253,9289,9363,9450,ZNF618
ENSG00000106927.12,1262,1262,1262,1262,AMBP
ENSG00000294401.1,873,873,967,1505,ENSG00000294401
ENSG00000136883.16,2195,2195,2195,2195,KIF12
ENSG00000304343.1,821,821,821,821,ENSG00000304343
ENSG00000196739.15,7813,7813,7813,7813,COL27A1
ENSG00000207726.3,96,96,96,96,MIR455
ENSG00000297028.1,268,268,268,268,ENSG00000297028
ENSG00000229314.6,764,764,764,764,ORM1
ENSG00000228278.5,759,759,759,759,ORM2
ENSG00000106948.17,4959,4726,7454,8372,AKNA
ENSG00000298158.1,841,841,841,841,ENSG00000298158
ENSG00000298561.1,740,740,752,1185,ENSG00000298561
ENSG00000235119.1,173,173,173,173,ENSG00000235119
ENSG00000095397.18,2634,2544,4070,5029,WHRN
ENSG00000271214.1,178,178,178,178,ENSG00000271214
ENSG00000305362.1,856,856,856,856,ENSG00000305362
ENSG00000235797.2,471,471,471,471,ENSG00000235797
ENSG00000136888.8,1036,1067,1563,2538,ATP6V1G1
ENSG00000157693.15,4534,4534,4578,4578,TMEM268
ENSG00000201749.1,114,114,114,114,Y_RNA
ENSG00000230054.3,469,469,469,469,TEX53
ENSG00000294099.1,740,740,740,740,ENSG00000294099
ENSG00000304356.1,353,353,353,353,ENSG00000304356
ENSG00000230601.7,748,748,834,834,TEX48
ENSG00000230284.1,394,394,394,394,ENSG00000230284
ENSG00000274919.1,384,384,384,384,ENSG00000274919
ENSG00000181634.8,4686,4686,6583,7785,TNFSF15
ENSG00000301160.1,1227,1227,1626,2060,ENSG00000301160
ENSG00000229817.1,2992,2992,2992,2992,ENSG00000229817
ENSG00000173077.17,1641,1206,2955,8471,DELEC1
ENSG00000106952.8,2651,2651,3779,4605,TNFSF8
ENSG00000299819.1,561,561,561,561,ENSG00000299819
ENSG00000041982.17,6576,6281,8500,8973,TNC
ENSG00000307377.1,613,613,613,613,ENSG00000307377
ENSG00000236461.2,1350,1350,1525,2416,ENSG00000236461
ENSG00000234692.2,585,585,585,585,ENSG00000234692
ENSG00000228714.5,1021,921,1698,5281,ENSG00000228714
ENSG00000293963.1,211,211,220,320,ENSG00000293963
ENSG00000296984.1,805,805,805,805,ENSG00000296984
ENSG00000308236.1,319,319,319,319,ENSG00000308236
ENSG00000274755.1,100,100,100,100,U2
ENSG00000308189.1,1229,959,2380,7724,ENSG00000308189
ENSG00000204148.4,1154,1071,2171,7499,LINC00474
ENSG00000228707.1,509,509,509,509,ENSG00000228707
ENSG00000308256.1,783,783,783,783,ENSG00000308256
ENSG00000299212.1,1360,1360,1360,1360,ENSG00000299212
ENSG00000298241.1,1061,1061,1061,1061,ENSG00000298241
ENSG00000182752.10,10971,10971,10971,10971,PAPPA
ENSG00000298257.1,251,251,251,251,ENSG00000298257
ENSG00000226604.2,1854,1854,1854,1854,PAPPA-AS2
ENSG00000244757.1,728,728,728,728,ENSG00000244757
ENSG00000256040.2,2450,2450,2450,2450,PAPPA-AS1
ENSG00000148219.18,3837,3706,6878,10135,ASTN2
ENSG00000229105.2,1087,1087,1756,2067,ASTN2-AS1
ENSG00000230894.2,4996,4996,4996,4996,ENSG00000230894
ENSG00000308541.1,696,696,992,1305,ENSG00000308541
ENSG00000119401.11,3701,3701,3715,3716,TRIM32
ENSG00000285820.1,2075,2075,2075,2075,ENSG00000285820
ENSG00000230734.1,468,468,468,468,RPL10P3
ENSG00000207268.1,135,135,135,135,SNORA70C
ENSG00000201140.1,303,303,303,303,RN7SKP128
ENSG00000222413.1,302,302,302,302,RN7SKP125
ENSG00000305268.1,447,447,447,447,ENSG00000305268
ENSG00000233516.2,916,916,1082,1528,ENSG00000233516
ENSG00000233569.2,1302,1302,1302,1302,ENSG00000233569
ENSG00000235133.1,335,335,335,335,RPL35AP22
ENSG00000285082.3,1055,934,1395,2658,ENSG00000285082
ENSG00000136869.16,6560,4048,12677,13025,TLR4
ENSG00000201444.1,107,107,107,107,RNU6-1082P
ENSG00000284977.4,3373,3006,7753,20656,ENSG00000284977
ENSG00000294872.1,457,457,457,457,ENSG00000294872
ENSG00000294815.1,456,456,456,456,ENSG00000294815
ENSG00000231901.1,625,625,625,625,ENSG00000231901
ENSG00000289735.1,491,491,491,491,ENSG00000289735
ENSG00000294843.1,710,710,710,710,ENSG00000294843
ENSG00000307874.1,1031,1031,1369,1615,ENSG00000307874
ENSG00000289736.1,373,373,373,373,ENSG00000289736
ENSG00000294316.1,711,711,711,711,ENSG00000294316
ENSG00000234782.3,514,514,514,514,TPT1P9
ENSG00000302872.1,472,472,472,472,ENSG00000302872
ENSG00000300201.1,600,647,660,1277,ENSG00000300201
ENSG00000293785.1,402,402,402,402,ENSG00000293785
ENSG00000225050.3,649,607,846,1351,ENSG00000225050
ENSG00000306621.1,672,672,672,672,ENSG00000306621
ENSG00000235201.1,256,256,256,256,LINC02578
ENSG00000231166.2,479,479,479,479,TUBB4BP6
ENSG00000301712.1,1027,1027,1027,1027,ENSG00000301712
ENSG00000302233.1,466,462,501,936,ENSG00000302233
ENSG00000302252.1,745,745,745,745,ENSG00000302252
ENSG00000078725.13,2406,2406,3171,3470,BRINP1
ENSG00000297716.1,553,553,553,553,ENSG00000297716
ENSG00000297691.1,812,803,1111,2548,ENSG00000297691
ENSG00000260970.1,1463,1463,1463,1463,ENSG00000260970
ENSG00000297737.1,389,389,423,634,ENSG00000297737
ENSG00000261432.2,1257,570,2780,2954,LINC01613
ENSG00000225960.2,531,531,531,531,ENSG00000225960
ENSG00000299636.1,1102,1102,1102,1102,ENSG00000299636
ENSG00000305111.1,515,515,579,835,ENSG00000305111
ENSG00000309396.1,1086,1086,1086,1086,ENSG00000309396
ENSG00000207814.1,72,72,72,72,MIR147A
ENSG00000294948.1,564,564,791,1063,ENSG00000294948
ENSG00000301087.1,681,681,681,681,ENSG00000301087
ENSG00000136861.19,5488,5938,6232,7367,CDK5RAP2
ENSG00000308949.1,380,380,380,380,ENSG00000308949
ENSG00000106780.9,6300,6300,6300,6300,MEGF9
ENSG00000304436.1,1265,1265,1265,1265,ENSG00000304436
ENSG00000304828.1,805,778,868,1930,ENSG00000304828
ENSG00000238181.2,1300,1300,1300,1300,AHCYP2
ENSG00000119402.18,8660,8587,9142,9555,FBXW2
ENSG00000214654.9,3030,3574,3856,3986,B3GALT9
ENSG00000270917.1,371,371,371,371,ENSG00000270917
ENSG00000095261.14,1712,1538,3381,3410,PSMD5
ENSG00000293514.2,1543,1247,3723,5428,CUTALP
ENSG00000226752.11,205,205,205,205,CUTALP
ENSG00000119403.15,3155,3819,4149,4620,PHF19
ENSG00000306516.1,227,227,227,227,ENSG00000306516
ENSG00000056558.11,4123,4303,4351,4476,TRAF1
ENSG00000106804.10,6193,6193,6923,7017,C5
ENSG00000119397.19,6359,5911,7719,8101,CNTRL
ENSG00000119396.12,3109,2811,4149,4536,RAB14
ENSG00000293945.1,800,800,800,800,ENSG00000293945
ENSG00000243738.3,277,277,277,277,RN7SL181P
ENSG00000148180.22,2666,2645,3341,4169,GSN
ENSG00000214651.4,1463,1463,1463,1463,ENSG00000214651
ENSG00000303539.1,420,420,420,420,ENSG00000303539
ENSG00000239593.2,1113,1113,1113,1113,ENSG00000239593
ENSG00000235865.2,4763,4763,4763,4763,GSN-AS1
ENSG00000148175.13,1757,1257,3145,3199,STOM
ENSG00000227355.6,1254,1118,2446,5693,ENSG00000227355
ENSG00000204136.12,1424,1424,1544,1573,GGTA1
ENSG00000240299.3,303,303,303,303,RN7SL187P
ENSG00000293940.1,425,425,425,425,ENSG00000293940
ENSG00000293886.1,1359,1359,1359,1359,ENSG00000293886
ENSG00000213467.4,609,609,609,609,HMGB1P37
ENSG00000136848.19,4957,5514,6805,8509,DAB2IP
ENSG00000229854.1,662,662,662,662,ENSG00000229854
ENSG00000293923.1,437,437,437,437,ENSG00000293923
ENSG00000296031.1,539,539,539,539,ENSG00000296031
ENSG00000175764.17,4370,2012,9206,10441,TTLL11
ENSG00000298078.1,439,439,554,688,ENSG00000298078
ENSG00000301342.1,935,885,1197,2371,ENSG00000301342
ENSG00000266583.1,86,86,86,86,MIR4478
ENSG00000119421.7,804,804,804,804,NDUFA8
ENSG00000185681.13,649,649,703,708,MORN5
ENSG00000106852.16,2725,3331,3587,4641,LHX6
ENSG00000119446.14,4977,4977,4977,4977,RBM18
ENSG00000148187.18,2996,1501,9594,9873,MRRF
ENSG00000095303.17,2700,2315,5020,5666,PTGS1
ENSG00000269970.1,221,221,221,221,ENSG00000269970
ENSG00000233616.3,397,397,397,397,ENSG00000233616
ENSG00000234156.4,2491,1533,4987,5470,ENSG00000234156
ENSG00000136834.3,969,969,969,969,OR1J1
ENSG00000197233.7,942,942,942,942,OR1J2
ENSG00000239590.1,942,942,942,942,OR1J4
ENSG00000171505.6,936,936,936,936,OR1N1
ENSG00000171501.11,1103,1103,1103,1103,OR1N2
ENSG00000171496.5,2024,2024,2024,2024,OR1L8
ENSG00000228914.2,937,937,937,937,OR1H1P
ENSG00000165202.3,945,945,945,945,OR1Q1
ENSG00000280094.3,1935,1935,1941,2025,OR1B1
ENSG00000173679.2,1008,1008,1083,1083,OR1L1
ENSG00000171481.5,975,975,975,975,OR1L3
ENSG00000226783.1,2440,2440,2440,2440,TLK1P1
ENSG00000136939.1,936,936,936,936,OR1L4
ENSG00000171459.4,1032,1032,1044,1115,OR1L6
ENSG00000232387.2,390,390,390,390,SKA2P1
ENSG00000148215.4,963,963,963,963,OR5C1
ENSG00000136940.14,3017,3017,3017,3017,PDCL
ENSG00000165204.3,951,951,951,951,OR1K1
ENSG00000233425.1,1264,1264,1264,1264,KRT18P67
ENSG00000056586.16,5133,3623,9248,11429,RC3H2
ENSG00000212447.1,111,111,111,111,SNORD90
ENSG00000186130.5,4099,4099,4099,4099,ZBTB6
ENSG00000171448.9,3251,3251,4455,4657,ZBTB26
ENSG00000261094.3,1044,837,1993,3484,ENSG00000261094
ENSG00000286718.3,546,546,546,546,ENSG00000286718
ENSG00000011454.18,4986,4986,4986,4986,RABGAP1
ENSG00000222351.1,107,107,107,107,RNY1P15
ENSG00000213216.2,381,381,381,381,ENSG00000213216
ENSG00000188394.8,1571,1571,1571,1571,GPR21
ENSG00000225078.2,858,858,858,858,ENSG00000225078
ENSG00000236901.6,5984,5984,5984,5984,MIR600HG
ENSG00000165209.19,5200,6161,6451,6571,STRBP
ENSG00000283941.1,98,98,98,98,MIR600
ENSG00000301211.1,276,276,276,276,ENSG00000301211
ENSG00000308893.1,676,676,676,676,ENSG00000308893
ENSG00000310003.1,999,999,999,999,ENSG00000310003
ENSG00000298893.1,1105,1105,1105,1105,ENSG00000298893
ENSG00000148204.12,4636,4636,5613,5819,CRB2
ENSG00000119522.18,4208,4311,5208,8370,DENND1A
ENSG00000207991.1,79,79,79,79,MIR601
ENSG00000274932.1,94,94,94,94,MIR7150
ENSG00000237336.1,722,722,722,722,ENSG00000237336
ENSG00000230826.1,788,788,788,788,ENSG00000230826
ENSG00000229115.1,246,246,246,246,ENSG00000229115
ENSG00000234881.1,651,651,651,651,PIGFP2
ENSG00000309798.1,580,580,580,580,ENSG00000309798
ENSG00000309565.1,1175,1193,1535,1687,ENSG00000309565
ENSG00000309586.1,572,572,639,853,ENSG00000309586
ENSG00000106689.11,2396,2396,2396,2396,LHX2
ENSG00000236668.4,2291,2291,2291,2291,LHX2-AS1
ENSG00000294309.1,734,734,734,734,ENSG00000294309
ENSG00000231227.1,460,460,460,460,ENSG00000231227
ENSG00000234921.2,632,632,632,632,ENSG00000234921
ENSG00000308378.1,1248,1248,1615,2101,ENSG00000308378
ENSG00000308400.1,1357,1357,1357,1357,ENSG00000308400
ENSG00000296076.1,650,650,650,650,ENSG00000296076
ENSG00000303651.1,422,422,519,772,ENSG00000303651
ENSG00000298414.1,528,580,588,1146,ENSG00000298414
ENSG00000306523.1,397,397,397,397,ENSG00000306523
ENSG00000119408.17,2922,2581,3619,4098,NEK6
ENSG00000235204.1,308,308,308,308,ENSG00000235204
ENSG00000227200.2,837,837,837,837,ENSG00000227200
ENSG00000301804.1,694,694,694,694,ENSG00000301804
ENSG00000136930.13,984,984,984,984,PSMB7
ENSG00000180264.12,3510,3510,3515,3515,ADGRD2
ENSG00000136931.10,3024,3024,3074,3095,NR5A1
ENSG00000310239.1,573,573,573,573,ENSG00000310239
ENSG00000231149.2,266,266,266,266,ENSG00000231149
ENSG00000148200.17,3174,1894,7065,7065,NR6A1
ENSG00000231744.1,607,607,607,607,ENSG00000231744
ENSG00000241246.3,300,300,300,300,RN7SL302P
ENSG00000224020.4,733,733,733,733,MIR181A2HG
ENSG00000207595.1,110,110,110,110,MIR181A2
ENSG00000207737.1,89,89,89,89,MIR181B2
ENSG00000236643.2,1548,1548,1548,1548,ENSG00000236643
ENSG00000185585.20,6265,6265,6567,6771,OLFML2A
ENSG00000296507.1,733,733,733,733,ENSG00000296507
ENSG00000136918.8,1286,1270,1323,1387,WDR38
ENSG00000136942.15,428,452,493,539,RPL35
ENSG00000136950.13,1916,1916,2507,2507,ARPC5L
ENSG00000289285.2,900,900,900,900,ENSG00000289285
ENSG00000136935.14,4877,4877,4877,4877,GOLGA1
ENSG00000199313.1,140,140,140,140,RNU4-82P
ENSG00000296510.1,751,751,751,751,ENSG00000296510
ENSG00000293924.1,480,480,480,480,ENSG00000293924
ENSG00000173611.18,7039,7039,12111,12180,SCAI
ENSG00000177736.4,547,547,547,547,FXNP2
ENSG00000119414.12,4208,4172,4349,4350,PPP6C
ENSG00000232630.1,937,937,937,937,PRPS1P2
ENSG00000235332.2,853,853,853,853,RPSAP76
ENSG00000300577.1,1368,1368,1368,1368,ENSG00000300577
ENSG00000136933.17,1687,1537,2450,3429,RABEPK
ENSG00000044574.9,3325,3825,3921,3960,HSPA5
ENSG00000239705.3,980,862,1487,2231,HSPA5-DT
ENSG00000165219.23,5951,5258,9176,10735,GAPVD1
ENSG00000214593.3,246,246,246,246,ENSG00000214593
ENSG00000200554.1,107,107,107,107,RNU6-1020P
ENSG00000227845.2,442,442,442,442,ENSG00000227845
ENSG00000297528.1,479,479,479,479,ENSG00000297528
ENSG00000297553.1,1117,935,1596,1939,ENSG00000297553
ENSG00000274510.1,282,282,282,282,Metazoa_SRP
ENSG00000287782.2,1058,1058,1058,1058,ENSG00000287782
ENSG00000119487.17,2945,3131,3369,3694,MAPKAP1
ENSG00000243845.3,306,306,306,306,RN7SL30P
ENSG00000227068.1,633,633,633,633,ENSG00000227068
ENSG00000214761.3,960,960,960,960,HNRNPA1P15
ENSG00000229582.4,1030,751,2176,2581,PBX3-DT
ENSG00000305705.1,685,685,749,1202,ENSG00000305705
ENSG00000167081.18,2821,2814,2902,3161,PBX3
ENSG00000308237.1,889,889,889,889,ENSG00000308237
ENSG00000232413.1,316,316,316,316,ENSG00000232413
ENSG00000298333.1,299,299,299,299,ENSG00000298333
ENSG00000306161.1,749,749,749,749,ENSG00000306161
ENSG00000297108.1,456,456,456,456,ENSG00000297108
ENSG00000299285.1,422,422,422,422,ENSG00000299285
ENSG00000293938.1,902,902,1163,1644,ENSG00000293938
ENSG00000288537.1,2102,2102,2102,2102,ENSG00000288537
ENSG00000228392.4,2077,2077,3318,3732,ENSG00000228392
ENSG00000196814.15,3752,3752,4838,6774,MVB12B
ENSG00000298924.1,983,983,983,983,ENSG00000298924
ENSG00000253079.1,370,370,370,370,NRON
ENSG00000252985.1,78,78,78,78,SNORD116
ENSG00000295036.1,982,982,1210,1595,ENSG00000295036
ENSG00000233721.2,1223,1223,1385,1769,ENSG00000233721
ENSG00000279137.1,1934,1934,1934,1934,ENSG00000279137
ENSG00000295086.1,449,449,535,582,ENSG00000295086
ENSG00000224842.3,738,761,974,2518,LMX1B-DT
ENSG00000136944.19,6309,6312,6324,6345,LMX1B
ENSG00000238010.1,394,394,394,394,ENSG00000238010
ENSG00000286428.2,3340,3340,3340,3340,ENSG00000286428
ENSG00000293823.1,717,717,717,717,ENSG00000293823
ENSG00000169155.10,5828,5851,5940,7052,ZBTB43
ENSG00000288995.1,1706,1706,1706,1706,ENSG00000288995
ENSG00000296351.1,953,953,953,953,ENSG00000296351
ENSG00000177125.6,6594,6594,6599,6711,ZBTB34
ENSG00000136828.19,2552,2017,6330,8697,RALGPS1
ENSG00000136859.10,3009,3009,3443,3443,ANGPTL2
ENSG00000310341.1,432,432,432,432,ENSG00000310341
ENSG00000228487.3,803,803,963,1606,ENSG00000228487
ENSG00000136895.19,3575,3575,3599,3890,GARNL3
ENSG00000297688.1,1349,1349,1349,1349,ENSG00000297688
ENSG00000229369.1,589,589,589,589,DENRP4
ENSG00000271833.1,628,628,628,628,ENSG00000271833
ENSG00000136856.18,1689,1850,2145,2176,SLC2A8
ENSG00000196152.10,2108,2135,2194,2302,ZNF79
ENSG00000197958.13,566,566,634,634,RPL12
ENSG00000201302.1,130,130,130,130,SNORA65
ENSG00000148356.15,3081,3096,3376,3649,LRSAM1
ENSG00000200788.1,113,113,113,113,Y_RNA
ENSG00000136830.12,3851,3851,3942,4014,NIBAN2
ENSG00000136854.26,3243,3782,4193,9215,STXBP1
ENSG00000279571.3,743,743,743,743,ENSG00000279571
ENSG00000187024.15,1495,1266,2692,3364,PTRH1
ENSG00000283874.1,109,109,109,109,MIR3911
ENSG00000160401.15,2750,2750,3704,3808,CFAP157
ENSG00000167094.16,2874,2874,2874,2874,TTC16
ENSG00000160404.18,1889,1855,2477,2478,TOR2A
ENSG00000299648.1,606,606,606,606,ENSG00000299648
ENSG00000095370.20,2801,2772,3051,4199,SH2D3C
ENSG00000286196.2,1957,1957,2332,3805,ENSG00000286196
ENSG00000295129.1,451,451,451,451,ENSG00000295129
ENSG00000300930.1,540,540,540,540,ENSG00000300930
ENSG00000136807.14,2483,2483,2483,2483,CDK9
ENSG00000283863.1,91,91,91,91,MIR3960
ENSG00000284547.1,90,90,90,90,MIR2861
ENSG00000136877.16,2067,2230,2284,2505,FPGS
ENSG00000106991.15,2563,2741,3198,4027,ENG
ENSG00000225032.5,2055,2055,2055,2055,ENSG00000225032
ENSG00000222421.1,109,109,109,109,Y_RNA
ENSG00000222455.1,111,111,111,111,RNA5SP296
ENSG00000106992.19,1228,757,2192,2474,AK1
ENSG00000257524.6,1947,1947,1947,1947,ENSG00000257524
ENSG00000263979.1,81,81,81,81,MIR4672
ENSG00000295577.1,393,393,393,393,ENSG00000295577
ENSG00000160408.16,2343,2408,2448,2633,ST6GALNAC6
ENSG00000305432.1,285,285,285,285,ENSG00000305432
ENSG00000136840.19,1706,1706,1706,1706,ST6GALNAC4
ENSG00000227218.8,827,778,1105,1809,ENSG00000227218
ENSG00000167103.12,1640,1640,2176,2336,PIP5KL1
ENSG00000136908.18,825,825,912,1431,DPM2
ENSG00000167106.12,3984,3984,4617,4800,EEIG1
ENSG00000230848.2,482,482,483,658,ENSG00000230848
ENSG00000171169.9,3398,3398,3398,3398,NAIF1
ENSG00000148339.13,3563,3474,3821,4950,SLC25A25
ENSG00000230536.1,765,765,765,765,ENSG00000230536
ENSG00000234771.3,6391,6391,6391,6391,SLC25A25-AS1
ENSG00000297862.1,770,583,1147,1205,ENSG00000297862
ENSG00000148334.16,1602,1598,1901,2660,PTGES2
ENSG00000232850.3,2100,2100,2100,2100,PTGES2-AS1
ENSG00000148346.12,766,820,848,1040,LCN2
ENSG00000308297.1,343,343,343,343,ENSG00000308297
ENSG00000298354.1,477,477,477,477,ENSG00000298354
ENSG00000171159.5,704,704,704,704,BBLN
ENSG00000148337.22,3087,2907,4259,5663,CIZ1
ENSG00000106976.22,3362,3231,4734,4911,DNM1
