STRAND,circRNA_ID,GENE_ID,GENE_TYPE,GENE_NAME,N54,N58,N60,N70,N82,N83,N84,N85,N86,N87,NV1428,NV911,NV912,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1422,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V2241,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
+,hsa_circ_0000672,ENSG00000038532,protein_coding,CLEC16A,9.813524175745203,9.622660793467945,9.283880299545292,9.501168030105578,9.196781807222385,9.92057308856475,9.119125211622059,9.357167623665365,9.889493454889317,8.432050190869491,9.79978896962143,9.981565840635694,10.01559090186227,10.229828249355634,10.272343429730288,9.904094677056882,9.94624153894971,9.811928818952879,8.114412191568853,9.912353587247901,9.987945240519316,9.12255969906388,9.324641562691221,8.900193556907743,9.953028082365824,10.931770697716997,10.464034143018702,8.966652464138418,9.897732759922942,9.296560471732828,8.132989480183937,9.760666229997643,8.58153099787492,10.103455108702143,8.661340668041529,9.42919843516177,9.32214067850893,10.102975339284097,9.365326446944627,9.860127835550701,0.0,9.557178575399238,9.411241232608683,11.656607263729667,9.734117078783813,9.963052677676812,11.358907759245792,10.407110634853034,10.177450426517407,0.0,9.151764174910218,9.90401804454798,10.187252204234174,9.983565479158262,9.050426958968748,9.72845458594415,10.29905836705692,10.10903061713554,9.905513114724583,9.180005587164787,10.368337672703907,9.96447740003289,11.363779930310837,10.919771103360844,8.957551326972462,7.7362267586223625,10.119085219702784,9.645481102544135,8.934442078221332,8.848035717729887,10.204701026770316,7.924197703270793,10.168780230311016,8.19167758411379
+,hsa_circ_0000116,ENSG00000198162,protein_coding,MAN1A2,10.938186352959395,11.309454125371396,9.868071110068788,10.08546676236027,10.780104387040216,10.183359369377616,10.702357045305074,11.056083587680574,10.473948853478259,10.820982185574685,10.38421183041595,10.828928385750293,10.208061751989788,10.759973255652117,11.008842341657342,10.640457856438461,10.476306225234595,11.225962810551454,11.016783966179354,10.11860483390701,10.987234713870052,10.919801307124375,10.908103299636336,10.483141585676716,10.438038990215745,10.627089883694715,10.949169118460814,10.102582227518505,10.513877980239096,9.88075803688652,10.7136628932982,9.590949102448851,11.385654333160671,11.057016736503362,10.828491556119692,9.52859458991811,10.972679820464862,10.893834729438407,10.171743602502401,10.637088470602563,11.601676145114412,10.671624250487598,10.65102637675841,10.126936397504533,10.09631066467966,10.100424792784441,11.413335199008829,10.407110634853034,9.371029569991098,0.0,9.828884613573267,0.0,10.286705382864332,9.983565479158262,7.73257456410009,10.493288889889126,10.009806197386938,10.786612565089271,11.548346056541048,10.17876143141251,10.432420556082661,9.675291636604863,0.0,10.15475757028473,10.86231228927493,10.637241453696214,10.398964192847213,10.467819937014918,10.62046300942331,9.846469485669457,9.69065169290575,10.241366318205635,10.168780230311016,10.772522218185768
+,hsa_circ_0000337,ENSG00000131626,protein_coding,PPFIA1,9.524373799027899,9.452964531219331,10.019919815929164,8.503157505113345,8.875468202401668,9.768735388095536,9.632919841194248,9.357167623665365,8.307569829516884,9.751469848401115,9.93714533886319,7.6653344815977285,8.211716124831712,10.229828249355634,0.0,7.739430102538226,9.362010038376438,0.0,9.111806907091937,6.808308928922428,9.529046287318959,9.179043674953693,0.0,9.122154542416803,9.631463818548717,9.710362682293207,9.365665286333414,10.102582227518505,8.315791846952076,8.88228750265764,9.714521731532109,9.912503002759765,8.58153099787492,9.426169822419812,9.467167656903257,9.42919843516177,8.837615121308222,8.726561110755444,10.364232326748471,8.056648494727286,0.0,9.971737236033372,8.859688686704608,9.542618861330988,0.0,9.227050381328938,9.747061332847945,0.0,9.955265627568151,0.0,0.0,8.322064009965004,10.080432180903507,9.524668145191097,9.313007797679322,10.106573695445658,9.647635873465564,8.78906068862179,9.490976942630143,8.182490684471889,9.909315280393805,9.827118269308645,0.0,0.0,8.957551326972462,8.318932128869413,9.634177202438162,8.269848746306831,7.355365076869107,8.526890101703579,9.468550211050443,0.0,9.362365002327216,0.0
+,hsa_circ_0001685,ENSG00000105926,protein_coding,MPP6,10.05428559568583,10.91108560689185,10.784882275960188,10.015143825059878,9.681506039394202,10.405574532425485,10.558058275486504,9.941396665884943,10.473948853478259,9.888821205377994,9.285909323087264,8.661776658639877,10.377851228361259,10.519116412764495,11.423704796169236,11.256814813635234,10.476306225234595,9.811928818952879,9.111806907091937,10.019161849523876,10.113357725793282,10.407912531019466,9.739116458487766,10.220308753663922,9.439078563777764,10.124969586633219,10.557079709889427,10.450224321561073,10.848092861556683,10.102931830688945,10.935932581711599,10.397502060108176,10.71612151872286,10.19084080736866,9.981129203068475,9.08184574998819,11.09815087564335,10.687500498710428,8.951017900420633,9.05393668142661,0.0,10.293377951429294,10.594478736511723,8.5445520267672,10.248181962188193,9.963052677676812,10.302917343363783,9.89299274011931,11.069960112309628,0.0,10.997928067713625,10.318679044064611,9.550509557908791,9.69437549898563,9.313007797679322,10.929126883247186,10.746211947748916,10.594084158706742,8.90701657395643,9.764138769944607,10.15700588748048,10.41155125826809,0.0,9.418635446217516,9.956099645320613,11.484835713800546,10.31156813128078,7.949088714218498,11.285705252040916,10.430909530954112,10.969732297646877,9.242557661029855,9.362365002327216,10.887935991917923
-,hsa_circ_0008319,ENSG00000128881,protein_coding,TTBK2,9.813524175745203,9.452964531219331,9.868071110068788,10.86252096725354,10.573779723537186,9.92057308856475,9.632919841194248,9.678655688199665,9.305291273314445,9.237613817116257,10.062553580723437,9.659994451518966,8.211716124831712,9.382792146682402,8.106495471218993,9.734357878659935,10.235482246049832,10.811126068657902,9.433213380038787,9.300169089616345,9.114659556606828,9.607246829470323,10.06070688594516,10.313342571172953,10.537505332220844,10.709501363859369,9.879582240798674,9.813367176978998,10.0781270678759,9.296560471732828,8.54674159153879,9.176535045199161,10.578703755534525,9.688854672833896,10.359311381454601,8.94460843753615,10.098808835189615,9.795165349411576,10.364232326748471,10.37423523822476,0.0,9.971737236033372,10.198844686780433,9.95717266423253,9.734117078783813,10.448066465945269,10.51688461515929,10.2552255902665,9.692521842887958,0.0,9.998633348642919,10.126195335194543,9.38082502513933,9.524668145191097,9.727478137454359,7.413313149522332,9.162928327112525,9.110336356652764,11.074602183536358,9.180005587164787,8.496776089614643,10.41155125826809,10.042672760661288,8.420741966523686,7.9604503154389,10.190111831165153,9.634177202438162,10.192399941839009,10.463027469829434,9.694640502000313,10.467531666072938,8.921224868839252,10.06196143344746,0.0
-,hsa_circ_0001017,ENSG00000082898,protein_coding,XPO1,11.996697646095303,11.843614594560027,11.397576070207027,11.084802688360497,12.57306962631472,12.056925854585765,12.438716415190878,12.110179990194311,12.21020420507508,12.382333593329196,12.383401991864153,11.980495193846156,12.014545219222503,13.550674674473546,12.00849223088237,11.733087031391252,11.819646722292818,12.685011087497099,11.633213117382816,12.233083482720703,12.14212127507755,12.743109899859826,11.907727864632607,12.828106538905109,12.08940645690506,11.12432345315815,12.2288477366537,12.811963471565424,11.989683785684662,12.423810051981722,12.002661774752193,12.697818776563558,12.163037227051415,12.29225534286123,12.015673431464498,12.631203993199884,11.79833745249847,11.510242332053036,12.85518519111597,11.752077800217496,11.923511393404983,11.924867173373533,11.520036102321463,12.125968409732796,11.680394298314788,12.617187997517922,12.452591912352366,12.254339988290408,12.761374366872948,11.898523504379904,12.871884037398308,11.961766869520464,12.568721413203944,12.046611152326806,12.453952932376415,11.492788365587312,12.69667950710689,11.03441111477786,11.858592942026489,12.701294796745533,12.016686884814638,12.48113333719953,11.363779930310837,11.961208226816083,12.240346920474222,11.63678846853692,11.632814928314096,12.172370199119658,11.911686921762367,11.915664351576106,12.405377821369155,11.311131216537598,12.115384116337776,13.093790362306011
+,hsa_circ_0001661,ENSG00000146433,protein_coding,TMEM181,9.35469366189715,9.622660793467945,9.868071110068788,9.78092458050547,9.45940640755744,8.922060943196986,9.632919841194248,10.163579459141927,9.764100842457562,11.183375030371012,9.93714533886319,9.82972129397712,9.209280905070056,10.644565366149775,8.106495471218993,10.318755696574359,9.776499322271455,10.728711141438097,10.110502498448774,10.069739980664346,10.113357725793282,9.937017030529669,10.738272141681302,10.77246492950051,9.801186702946426,9.12626098608798,10.726898309186225,10.96448810075292,10.312392115376756,10.465210355148223,11.067113076276193,9.398571246937475,10.426805473630903,8.428265378209234,10.565615814829503,10.978016752276522,11.09815087564335,10.402289632977991,10.948829936267453,0.0,0.0,9.779297394114026,10.16040371386788,9.279971295870386,9.249367692398083,9.449098841562405,9.65970341706986,9.086775385123346,9.692521842887958,0.0,11.075893450113407,8.905523061814927,8.966508691484352,10.10897760443996,10.427263163606634,9.991205520336067,10.29905836705692,10.874027362366505,9.22834347315191,11.347994771317595,10.766623577725584,0.0,0.0,10.292146037167637,9.416191300341236,10.978087658273209,10.398964192847213,10.467819937014918,10.569869665422042,10.611358818403737,10.467531666072938,9.919736151266603,10.168780230311016,9.189208274821361
+,hsa_circ_0001796,ENSG00000254673,protein_coding,AC110275.1,9.813524175745203,9.622660793467945,0.0,9.501168030105578,9.681506039394202,9.92057308856475,9.632919841194248,9.815999167630624,8.628586933721074,9.59965271477442,8.066595213626705,0.0,0.0,9.382792146682402,9.425279435011282,8.736050602160825,8.77814334386287,9.22776862210547,8.69763835882596,9.460392850419693,9.8505837801168,8.72744814131563,9.739116458487766,9.015438478760542,9.217032500563423,9.540652930135721,9.365665286333414,9.229206180860249,8.799924482775827,9.296560471732828,10.54384527459923,10.677421216990892,8.843937606270782,8.428265378209234,8.98255592880966,9.52859458991811,8.837615121308222,9.795165349411576,10.534035708044158,9.37532180143402,0.0,7.976041073120801,7.763697886908537,0.0,10.733269830225234,7.64689474524274,9.907349271205263,8.08942622522471,0.0,11.483611961967231,0.0,9.64128476779632,9.550509557908791,10.693504579898562,11.048384783025192,9.865803495812429,9.162928327112525,9.110336356652764,9.22834347315191,8.765796929376528,8.71859785031036,9.313225611869749,0.0,9.418635446217516,10.348071214204694,8.73283973727827,7.319492924205917,9.115766758814134,8.350953204809642,8.526890101703579,10.969732297646877,8.921224868839252,10.06196143344746,9.995503626282243
+,hsa_circ_0007846,ENSG00000038532,protein_coding,CLEC16A,9.676180971096034,9.622660793467945,9.698339069876821,9.279107378515205,9.45940640755744,10.183359369377616,9.77025816537875,10.056761010431641,9.305291273314445,10.23641838308702,8.801406679343803,10.359748118725951,9.530721462348149,10.519116412764495,9.425279435011282,7.739430102538226,10.360913399211064,9.449817253556574,8.69763835882596,10.069739980664346,8.852145554354694,9.647837432050997,8.740803611171732,9.898682966710469,9.631463818548717,10.44663926285523,10.949169118460814,9.813367176978998,9.798305109262593,9.618029653950881,8.132989480183937,8.913999199084364,9.258189974383853,9.56348269007663,9.659557921913198,9.86922021595851,9.973397549881831,10.102975339284097,9.365326446944627,9.05393668142661,9.60306812751051,10.430776959351393,9.122205403273501,11.126291144493104,10.09631066467966,9.449098841562405,11.117999527399753,10.2552255902665,9.371029569991098,0.0,9.636466132184209,9.90401804454798,10.187252204234174,10.331183388191537,9.313007797679322,8.730154245920286,9.647635873465564,9.110336356652764,9.905513114724583,10.17876143141251,10.368337672703907,9.505587180741683,0.0,9.833145834476431,10.043477048025867,0.0,8.635991569275946,10.114465927163076,8.764885624745045,9.846469485669457,10.342093408707399,9.242557661029855,10.06196143344746,9.995503626282243
+,hsa_circ_0003441,ENSG00000083544,protein_coding,TDRD3,10.440989423795319,10.451934919127542,8.28619289658619,10.55076398685498,10.195552041338201,11.298168345708351,10.397706179453555,9.678655688199665,10.111668568566031,10.014225269556352,10.284753260642528,9.245551265938126,10.377851228361259,9.645466326041708,10.424229866767487,10.055947190386533,9.776499322271455,10.226564998917935,10.569578164493588,10.069739980664346,9.529046287318959,10.335211113028127,10.06070688594516,10.739317246427515,10.800377951489313,10.124969586633219,9.558036976230547,9.229206180860249,9.897732759922942,9.618029653950881,9.352442187401376,10.590013433965591,9.8423669164292,9.104765901910259,10.466148135027357,10.14458636160841,9.973397549881831,10.4466514477446,9.365326446944627,9.05393668142661,0.0,10.141502589269988,10.377039190107102,9.95717266423253,9.926550391228428,10.341230701771082,9.566712918989174,11.17220782178804,8.373206707274337,10.898901341992596,11.287306414961007,10.488478523748565,10.286705382864332,9.846204450668361,7.73257456410009,10.31285008807203,10.29905836705692,9.957172664232532,10.075270968385075,9.986294155709777,10.15700588748048,10.504594460022282,0.0,9.6407266848395,9.541546202246552,9.538740641015483,10.21853440679444,10.850910860074046,9.850591598315226,9.694640502000313,10.052833761692236,10.619602876427296,9.821198704648413,10.64706631140882
-,hsa_circ_0002566,ENSG00000173041,protein_coding,ZNF680,8.677943306387728,0.0,8.28619289658619,9.01653732218677,10.043685640324474,9.92057308856475,9.632919841194248,9.941396665884943,10.004853664559809,9.59965271477442,9.647965711305186,8.982992134851168,9.793430751553823,9.645466326041708,9.425279435011282,9.734357878659935,10.098098387907756,9.963771398068525,9.918043836820583,8.798621962085209,9.33668014613625,10.062425261481767,10.06070688594516,9.401805506532744,7.636910302730897,9.999556152278823,9.879582240798674,9.451255154747416,0.0,9.618029653950881,8.132989480183937,10.759834434774346,9.716978895014744,9.56348269007663,8.98255592880966,9.52859458991811,10.90559981029553,8.86375498399036,11.064251008387085,10.95883536927934,10.923882743945915,10.556220739127795,9.595411514408013,0.0,0.0,9.963052677676812,9.907349271205263,0.0,9.955265627568151,0.0,10.915507404180765,10.903264946742857,9.839666330922977,9.524668145191097,10.31187325561943,8.40907523071249,11.009106358679796,9.78742906793656,9.22834347315191,9.764138769944607,9.610101176323642,10.089887943554896,11.04198868873975,9.15602259058006,9.127153858704045,9.31667146152712,9.634177202438162,9.404800482016219,9.086150265491618,9.110548235114905,10.052833761692236,0.0,10.361268633050772,8.774994348335584
-,hsa_circ_0002538,ENSG00000145332,protein_coding,KLHL8,10.938186352959395,10.451934919127542,10.50494957057231,10.692692821544622,10.873162513854464,11.057264408035035,10.397706179453555,11.162950392083875,10.30415064428041,10.23641838308702,11.000507670089984,10.244362393615551,9.530721462348149,11.381170418758863,10.424229866767487,10.318755696574359,11.167798077753915,11.03340377490926,11.753471016206275,11.319505031584553,10.849802258534142,10.585576526975638,10.06070688594516,9.837348132780862,11.437518922389737,8.128840322251907,9.879582240798674,11.397260311761604,10.38272741462979,10.617111390447818,9.544811359786497,11.233532634478271,10.956997668945617,11.102799265220844,10.24392568404436,11.886916843653974,10.68333272955616,10.65004881456018,10.948829936267453,10.637088470602563,10.187412135191957,9.779297394114026,10.833123254915183,10.657054069581221,10.733269830225234,9.963052677676812,8.83101504938799,11.17220782178804,11.069960112309628,11.898523504379904,0.0,11.902888250367926,9.70232024755281,11.381230087382633,10.814039737439163,10.727604004468054,11.08707202765919,10.594084158706742,9.22834347315191,12.177827609975791,11.462914243697687,9.675291636604863,10.627179249476793,10.417581031519076,11.736429098738066,11.373844671114156,9.634177202438162,10.988343370001,10.222205193025685,11.69333416621972,11.467022123796816,10.726452580938929,10.168780230311016,9.995503626282243
-,hsa_circ_0006618,ENSG00000138674,protein_coding,SEC31A,9.162363348442645,9.452964531219331,9.02130870977667,9.693564230659888,9.873931486210521,9.599017101212779,9.895651366706426,9.164836770967801,9.474962879560737,9.429960129402643,9.647965711305186,9.245551265938126,9.209280905070056,10.519116412764495,9.425279435011282,9.904094677056882,7.78142577736851,9.449817253556574,9.695899933106078,9.212849270471903,9.529046287318959,9.72574528836248,0.0,9.22151760550461,10.331203780096747,10.347177427932142,9.7277493067039,10.549691246704048,0.0,9.296560471732828,9.352442187401376,8.592818620880696,9.579646785396731,10.103455108702143,9.981129203068475,8.623412170532518,9.973397549881831,9.310387901185468,9.686816993320386,0.0,0.0,9.557178575399238,8.413358569193493,9.542618861330988,9.512006963100305,9.641485894850618,10.182722415440104,0.0,10.177450426517407,0.0,9.414375784233426,9.90401804454798,8.966508691484352,9.846204450668361,9.313007797679322,7.995451754698366,7.84477058429012,7.792318404544841,9.905513114724583,9.180005587164787,9.23214326481242,8.828705639512563,0.0,9.6407266848395,8.765320747061358,7.7362267586223625,7.319492924205917,9.404800482016219,8.572714255888911,9.524933108233618,9.883078527727328,9.242557661029855,8.94805795329462,9.189208274821361
+,,ENSG00000105926,protein_coding,MPP6,10.440989423795319,10.451934919127542,10.282722609403658,10.50017226284847,10.873162513854464,11.24160773358995,10.833526285074534,10.356067296033183,10.625850505104008,9.888821205377994,10.38421183041595,10.359748118725951,10.908032290636735,9.382792146682402,11.008842341657342,11.9029649429107,9.584089219288122,10.728711141438097,10.432169570022479,9.300169089616345,10.228734753707451,10.205255924821632,11.06003131389624,10.014043919344672,8.219454681934405,8.863742816538164,10.557079709889427,9.643642593436567,8.992164887716356,10.295412916235827,11.75275003368483,9.912503002759765,10.900443170456539,9.8041974233065,9.981129203068475,10.749870374903342,10.600922177033322,9.490692790895501,11.064251008387085,9.6379941104508,10.187412135191957,10.971018679942016,10.53562392524707,8.958623267125434,12.054689337044826,10.225846158522325,10.051596094433325,8.08942622522471,11.27632150756753,0.0,9.998633348642919,11.018684217275936,8.966508691484352,9.983565479158262,7.73257456410009,10.990496597954307,9.425543196051903,10.371847284774443,8.90701657395643,8.765796929376528,9.610101176323642,9.96447740003289,10.042672760661288,8.420741966523686,9.541546202246552,11.729869556632885,10.119085219702784,8.532103917882587,10.891607921374602,10.430909530954112,10.052833761692236,7.924197703270793,7.950976061548382,9.510642000270005
+,hsa_circ_0013953,ENSG00000131778,protein_coding,CHD1L,8.356895572505234,9.452964531219331,9.868071110068788,9.60057097439237,10.680627314203102,10.405574532425485,10.11782740601864,10.163579459141927,10.763271025696078,10.428913962103616,9.647965711305186,10.566052596428419,10.208061751989788,11.229227421830787,10.272343429730288,10.540986739361909,9.94624153894971,10.226564998917935,9.433213380038787,10.069739980664346,10.615474951237138,10.454421405680195,0.0,9.314475958798015,10.71796337746465,8.863742816538164,10.257740392030588,10.450224321561073,9.31352624963661,11.10227574923027,10.00371610306648,10.04987043168767,10.163980668039109,10.19084080736866,9.659557921913198,10.868448727666152,9.684209808961352,10.531481272206692,9.949559626405646,10.752495999865436,0.0,10.430776959351393,9.809279061951951,9.764734904595446,9.512006963100305,10.448066465945269,8.982701316111603,10.407110634853034,10.829074025056993,0.0,8.416488528826296,8.905523061814927,10.838878871200457,9.846204450668361,9.897214036170226,9.214610084023306,9.840056102589648,10.10903061713554,8.90701657395643,10.763308975004435,10.995983635060437,10.41155125826809,0.0,9.418635446217516,10.27773722850835,7.7362267586223625,9.120381894815589,10.403735903444764,9.932966944149884,10.109242687435156,10.582930504086157,10.378761489263997,9.946596682780852,9.995503626282243
+,hsa_circ_0005644,ENSG00000151687,protein_coding,ANKAR,10.675298995494327,9.911834634354737,7.703539291813925,10.737060526347923,10.780104387040216,10.50503929656239,10.31031017614228,10.056761010431641,10.391546361612942,10.33587432580538,9.93714533886319,9.82972129397712,10.667160695451159,9.382792146682402,8.106495471218993,10.540986739361909,9.94624153894971,11.395820886656793,10.432169570022479,10.703134706422462,9.114659556606828,10.177798689029872,9.739116458487766,9.122154542416803,10.215819883168333,9.540652930135721,10.257740392030588,8.966652464138418,8.992164887716356,10.295412916235827,11.243913249187317,10.911754322314248,10.064534813842283,9.56348269007663,9.659557921913198,11.079847597938993,9.836037529177467,10.48968976465395,11.064251008387085,10.637088470602563,11.409097382511586,10.293377951429294,10.272783892644192,9.542618861330988,10.925808967104423,10.341230701771082,9.119945566236666,8.08942622522471,10.177450426517407,10.898901341992596,9.151764174910218,9.64128476779632,9.188489062321505,9.524668145191097,11.311305649835557,10.653648202974964,10.839268855643748,11.108377303939902,9.22834347315191,9.180005587164787,10.368337672703907,10.752365165626895,11.04198868873975,0.0,9.656874496593318,10.190111831165153,8.635991569275946,10.898191376799197,10.80676504764196,10.430909530954112,9.883078527727328,10.918991216005605,10.88449674605837,10.357759609318684
+,hsa_circ_0030720,ENSG00000134882,protein_coding,UBAC2,11.211078069499921,10.451934919127542,10.945260870419597,11.33623517514421,12.002027916955827,10.990182451219011,11.11717806515395,10.356067296033183,10.55189797593745,10.598722675892319,10.64706631140882,10.828928385750293,11.114383056728178,11.518624770769199,11.423704796169236,10.540986739361909,9.362010038376438,9.963771398068525,11.431647381673484,10.825920808710286,10.228734753707451,11.334652617055065,10.323516136244232,10.483141585676716,11.089737474242916,10.709501363859369,10.364571423175676,11.034843047477333,10.848092861556683,10.295412916235827,10.63125126715755,10.397502060108176,10.344404963730051,10.746839121225237,10.828491556119692,10.205933799916597,10.321013298701757,11.284444751209534,10.171743602502401,11.575254592788848,0.0,10.556220739127795,10.120910366805855,12.31355605007142,10.09631066467966,10.810407028166722,11.182101642051753,11.084784053739744,9.692521842887958,0.0,9.828884613573267,11.125549750579735,10.62749913033096,9.846204450668361,10.534103526660799,11.405356812193766,11.539405672075038,11.37130279547232,10.605374161867744,10.878722342271274,11.367791856971467,10.41155125826809,11.363779930310837,10.292146037167637,10.86231228927493,11.12240944962027,10.31156813128078,11.073191686690624,10.463027469829434,10.916037727191167,10.789255965645037,10.825931485933442,10.753324892675273,10.772522218185768
-,hsa_circ_0006137,ENSG00000198604,protein_coding,BAZ1A,9.35469366189715,8.776127191456668,9.02130870977667,8.019320284998557,9.681506039394202,9.18459956795914,8.897165132845815,8.680415004913698,9.305291273314445,7.436221251934696,9.285909323087264,8.247926075494973,9.530721462348149,9.86760138767406,8.689712078455239,10.540986739361909,9.099414054909744,0.0,8.69763835882596,8.384664010055165,9.529046287318959,8.56738384847463,9.324641562691221,7.321257649679078,10.87833788506302,9.12626098608798,9.879582240798674,9.229206180860249,8.578071448931352,8.88228750265764,9.130417558081508,10.175287891611957,7.847073865123273,10.19084080736866,9.82928470439936,10.264778629396083,8.516475176044016,8.4054842122524,8.36751220118155,8.63980368640587,0.0,7.976041073120801,9.651923312036079,9.279971295870386,7.930990952122637,9.227050381328938,9.36055469223352,8.672622040512374,10.539743629565073,0.0,0.0,10.488478523748565,9.38082502513933,9.332302851700417,10.31187325561943,8.40907523071249,8.427639661570584,8.78906068862179,10.075270968385075,10.17876143141251,9.494777789039535,9.313225611869749,0.0,8.834726590123232,8.543480804582634,8.73283973727827,8.314969802853039,8.269848746306831,8.350953204809642,10.430909530954112,9.205923021946484,9.727303841339834,8.685607641494192,10.509652752884248
-,hsa_circ_0000347,ENSG00000073921,protein_coding,PICALM,9.813524175745203,8.776127191456668,9.505942047053676,9.60057097439237,9.681506039394202,9.406637755618576,9.119125211622059,9.357167623665365,9.889493454889317,9.59965271477442,8.066595213626705,8.247926075494973,9.530721462348149,10.229828249355634,9.425279435011282,9.904094677056882,9.099414054909744,10.101143578627857,10.6950299340733,8.215278479459858,0.0,9.835245101590452,9.739116458487766,9.706253784229414,10.090399281156163,9.710362682293207,9.143637301821375,9.451255154747416,8.799924482775827,10.102931830688945,10.129129875602437,9.590949102448851,9.957723240693891,10.103455108702143,8.661340668041529,10.574891767707912,10.321013298701757,9.987607436475933,8.951017900420633,10.37423523822476,10.602140288490478,9.557178575399238,9.951147308509972,10.416208410630365,8.928032097365346,8.964497383311308,8.247635639450548,0.0,9.692521842887958,0.0,9.828884613573267,10.640381191923195,10.37974260033041,11.108324267232058,9.313007797679322,10.493288889889126,11.08707202765919,9.59501719167065,10.364534426958897,8.765796929376528,9.716884512781753,10.205263328197175,0.0,10.417581031519076,9.656874496593318,9.900879618579484,8.635991569275946,9.115766758814134,10.010891775718841,8.113155791497105,10.052833761692236,9.242557661029855,9.170033019777232,10.357759609318684
+,hsa_circ_0003942,ENSG00000135837,protein_coding,CEP350,9.524373799027899,8.776127191456668,9.02130870977667,9.501168030105578,7.878536732890278,8.922060943196986,9.119125211622059,7.945791834003058,10.004853664559809,8.75314262448471,9.063902050128975,0.0,8.795055602527105,8.647266559637972,9.425279435011282,9.734357878659935,9.362010038376438,8.965215384520212,10.110502498448774,9.53429103233964,8.117259699363636,9.432398776212038,0.0,9.122154542416803,8.219454681934405,9.710362682293207,9.143637301821375,9.965209916055578,7.994995217913961,9.296560471732828,10.244507992902438,9.590949102448851,8.843937606270782,9.8041974233065,8.24749044349602,9.20715475179369,7.520409478532281,8.726561110755444,10.364232326748471,9.05393668142661,10.602140288490478,8.973173275443324,8.859688686704608,9.95717266423253,8.928032097365346,9.227050381328938,8.469349806009275,0.0,8.956718148253062,0.0,7.833635683227869,8.905523061814927,9.188489062321505,9.524668145191097,8.72917894750997,10.575695444844344,10.161669350246775,9.957172664232532,10.712223217174412,9.501436148496493,9.3694286850627,8.507570575249634,0.0,9.833145834476431,8.765320747061358,10.430929927668174,0.0,9.115766758814134,10.084822441197211,8.113155791497105,10.342093408707399,9.919736151266603,9.362365002327216,9.510642000270005
-,hsa_circ_0001072,ENSG00000121964,protein_coding,GTDC1,10.260555547996344,10.152612305286874,9.698339069876821,9.01653732218677,9.196781807222385,9.406637755618576,10.558058275486504,9.678655688199665,10.30415064428041,10.014225269556352,7.484320858283094,10.359748118725951,9.209280905070056,9.86760138767406,9.425279435011282,10.193327500532707,10.360913399211064,9.811928818952879,8.114412191568853,10.16586868710917,9.33668014613625,9.478137212984981,10.323516136244232,7.641380408419052,9.801186702946426,10.539684055347148,10.364571423175676,10.343388438660023,10.38272741462979,10.465210355148223,8.867897903600458,10.496966426355792,9.579646785396731,9.104765901910259,9.467167656903257,9.52859458991811,9.1001238547532,8.989027773199604,8.951017900420633,9.05393668142661,10.187412135191957,8.559092342266252,10.16040371386788,0.0,9.512006963100305,9.811210178541504,10.302917343363783,9.67085318899075,8.373206707274337,11.483611961967231,7.833635683227869,10.488478523748565,8.704050958707887,9.69437549898563,9.727478137454359,10.929126883247186,10.161669350246775,8.78906068862179,8.90701657395643,11.49994251751195,9.716884512781753,10.312091241154368,0.0,11.689981062282303,9.416191300341236,10.31553979806314,10.012269801412577,10.032080318956918,9.570818485573628,0.0,7.887654714490084,8.921224868839252,10.682977354065697,8.774994348335584
-,hsa_circ_0001810,ENSG00000140396,protein_coding,NCOA2,9.35469366189715,9.774480869442508,7.703539291813925,9.279107378515205,9.681506039394202,9.599017101212779,8.897165132845815,10.056761010431641,9.764100842457562,9.751469848401115,9.285909323087264,9.659994451518966,8.795055602527105,8.647266559637972,8.106495471218993,7.739430102538226,9.099414054909744,9.22776862210547,9.433213380038787,8.536235381532954,9.987945240519316,9.522470031532237,9.739116458487766,9.635950805477076,8.954482856446557,10.539684055347148,9.7277493067039,9.813367176978998,8.578071448931352,9.618029653950881,9.86635309822691,10.496966426355792,10.163980668039109,8.428265378209234,9.82928470439936,9.791303399417664,9.973397549881831,8.989027773199604,10.823365404903411,0.0,0.0,10.141502589269988,9.536595529629844,8.5445520267672,9.249367692398083,9.811210178541504,9.36055469223352,0.0,8.373206707274337,0.0,7.833635683227869,8.322064009965004,7.969389754457901,9.110283391916543,8.72917894750997,9.214610084023306,9.840056102589648,8.78906068862179,10.904760797156655,9.764138769944607,9.23214326481242,9.96447740003289,0.0,0.0,7.9604503154389,10.537770480701806,9.312702913222886,9.115766758814134,9.670227685819256,9.524933108233618,10.467531666072938,7.924197703270793,8.364555244499575,8.19167758411379
