GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR3610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR191,25,13,11,83,4,13,13,15,23,7,11,167,11,12,9,4,1,10,12,6,15,40,25,23,15,21,12,5,84,68,32,34,4,12,11,7,43,43,17,5,24,25,14,5,21,5,11,12,28,11,14,13,42,5,37,3,20,25,41,14,56,6,7,47,27,8,27,48,8,14,6,34,32,19
MIR4290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,6
MIR6081,4,8,3,12,1,5,2,5,3,3,4,6,5,15,3,4,25,11,2,3,9,9,1,3,0,12,3,5,14,2,6,15,2,8,12,5,3,9,1,8,3,1,5,11,7,11,5,7,4,8,7,15,8,3,3,8,4,2,7,0,9,4,2,3,17,7,2,2,9,2,4,4,9,15
MIR106A,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,5,1,1,0,1,1,0
MIR4740,14,4,2,0,0,4,4,0,0,0,4,0,0,1,4,2,3,3,9,0,3,0,7,4,3,14,5,0,0,5,2,1,0,0,1,0,14,3,5,0,1,1,2,0,0,0,1,4,3,2,3,9,0,2,11,7,5,0,5,6,4,0,0,0,10,0,4,4,5,0,1,4,0,4
MIR3614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4654,3,3,0,8,0,0,4,1,1,0,7,0,0,2,10,2,0,0,0,0,6,4,0,7,2,2,0,0,0,9,1,1,2,0,1,0,4,1,1,12,3,0,2,1,4,2,5,1,3,0,0,2,6,1,2,0,1,1,0,2,0,1,3,0,3,6,4,1,0,1,6,1,1,0
MIR296,2,0,5,1,0,0,3,1,1,0,0,4,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,3,0,1,1,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,0,0,2,1,2,0,0,0
MIR516A2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MIR507,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MIR3648-1,55145,57120,30154,91775,36012,21589,101407,8823,45723,22603,41459,67813,48596,40843,42206,15534,36619,35050,88313,9367,32139,20111,67532,19320,28450,87388,41574,227527,23629,77789,43942,144309,46718,24810,31110,7926,85415,58759,65961,22696,199115,21702,6494,36134,35172,28537,16103,63755,46958,23860,34766,79700,49597,26895,72814,107952,41432,21112,82739,93587,28576,16160,33061,48369,118486,25932,18828,72724,28160,19041,16632,30802,7789,35030
MIR3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR6125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1
MIR548AY,0,2,6,5,2,2,0,2,4,1,5,7,2,0,3,2,0,4,0,0,3,1,1,0,0,2,2,0,6,0,3,0,3,1,3,0,6,3,2,3,2,1,3,7,0,3,3,6,0,3,2,0,14,3,4,5,0,2,2,8,0,1,3,2,0,0,0,2,2,0,0,15,3,4
MIR1260A,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
MIR33B,14,17,10,22,11,12,20,11,13,13,2,30,5,11,11,6,4,9,15,13,5,0,5,15,9,10,14,16,6,19,5,24,9,11,7,17,8,3,12,10,29,6,2,6,7,15,7,7,5,2,3,17,7,6,30,8,3,4,11,2,13,7,5,2,6,24,9,13,10,12,14,4,2,22
MIR2681,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0
MIR3923,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR4435-2,8,11,6,15,16,4,6,18,2,4,12,13,17,4,6,1,10,13,0,6,6,9,13,14,8,14,5,3,15,4,3,12,20,7,10,6,3,6,2,8,14,6,10,13,6,13,6,21,9,8,3,17,12,4,10,5,12,6,18,1,9,7,7,16,2,4,10,18,3,8,16,12,7,8
MIR4748,13,5,22,9,4,8,5,6,11,13,18,27,0,12,13,8,9,10,12,4,13,19,6,3,8,24,5,7,11,2,5,23,19,12,9,3,18,4,1,16,19,12,11,4,16,8,6,9,4,7,5,14,11,7,10,15,9,7,9,11,18,10,8,4,9,4,8,16,20,6,13,9,5,6
MIR668,0,0,0,0,4,2,0,1,3,0,2,0,5,0,0,0,2,2,0,0,0,2,16,1,0,1,0,0,0,0,0,3,0,5,0,1,0,0,0,1,3,0,3,0,2,2,7,2,0,0,0,0,4,0,0,1,0,0,0,0,0,3,2,0,0,3,0,4,1,0,0,0,0,3
MIR4707,1,1,1,247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4430,0,1,2,3,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6806,2,1,1,3,3,1,1,1,2,1,0,1,1,2,1,3,2,0,4,1,0,0,0,0,0,2,0,1,2,0,4,0,2,2,2,0,5,0,0,2,0,2,2,0,0,3,1,4,1,0,0,8,2,0,1,1,0,1,0,1,1,0,2,1,1,2,1,0,4,0,1,5,1,1
MIR7853,15,11,11,16,2,8,14,0,10,30,3,7,4,12,36,0,0,14,4,4,23,4,5,11,46,7,2,0,16,4,0,31,5,0,10,0,9,5,3,79,23,2,5,10,36,48,13,2,6,11,23,2,21,20,4,4,12,15,4,5,6,19,2,6,13,6,7,0,6,8,8,3,0,3
MIR6809,16,10,19,26,10,11,10,25,7,14,25,5,16,10,28,10,49,5,10,3,5,24,10,12,14,24,13,10,24,9,3,24,23,16,15,17,20,17,2,18,22,15,23,30,28,36,8,8,24,12,2,9,41,0,22,27,7,19,7,6,23,15,24,14,19,22,3,27,14,17,24,19,10,20
MIR6737,2,10,4,13,2,1,2,3,5,1,3,37,2,2,1,2,2,1,8,12,3,14,12,2,4,11,1,2,30,10,19,7,1,10,1,2,17,13,2,5,1,0,6,2,4,2,1,0,5,2,6,1,15,1,4,3,4,1,4,2,4,7,1,28,3,4,1,6,1,9,3,8,3,7
MIR203B,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
MIR5588,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,2,0,1,1,1,0,0,1,1,0,0,2,1,0,1,0,0,0,1,2,0,0,1,1,0,2,2,0,0,4,2,0,1,1
MIR3165,4,2,3,1,1,3,4,2,2,2,0,2,1,2,1,1,1,2,2,1,1,2,8,2,0,2,2,1,3,1,4,4,3,0,2,2,2,1,5,3,1,3,1,4,2,1,1,0,3,1,1,1,6,3,4,3,10,6,5,4,3,2,0,1,0,1,0,2,3,3,1,6,2,2
MIR3127,3,3,1,7,4,0,2,5,2,2,4,4,3,0,2,1,4,0,2,0,3,5,6,1,1,2,5,1,7,2,2,3,1,4,5,4,5,5,4,2,3,2,2,4,2,11,0,3,1,2,0,2,3,3,3,6,4,6,6,1,2,3,1,6,1,0,5,4,2,5,4,2,2,12
MIR6841,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3649,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,3,2
MIR4728,6,6,0,5,2,6,0,3,4,2,2,2,2,4,1,5,3,1,0,2,7,2,3,0,3,2,4,2,1,1,2,0,2,3,0,3,3,3,3,0,1,0,3,0,2,1,2,0,3,1,5,0,3,1,5,3,1,0,2,0,1,2,4,2,3,4,1,1,0,2,0,2,0,3
MIR660,0,1,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MIR4690,14,14,8,20,10,9,12,11,7,10,11,24,5,16,5,3,5,11,8,3,11,10,10,5,13,18,14,9,7,6,3,17,8,11,10,11,27,4,17,5,16,10,11,10,11,9,7,12,10,11,23,11,17,10,23,11,12,2,10,9,16,5,5,21,17,7,12,6,8,6,11,10,11,17
MIR4533,3,0,0,4,5,3,2,0,0,4,3,0,1,0,0,1,0,0,0,6,0,0,2,4,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,1,6,0,9,1,7,0,1,0,0,4,0,0,3,0,0,0,0,0,2,0,0,1,0,0,1,4,0,0,2,0,5,6,0,0
MIR574,5,0,0,7,0,2,1,0,1,0,2,6,1,2,0,3,2,1,3,2,3,2,1,5,1,6,0,0,2,3,5,0,0,0,0,5,1,1,1,3,10,0,4,4,1,2,1,0,2,0,2,0,5,0,1,1,4,1,1,1,0,7,0,0,2,5,3,4,2,0,0,0,0,6
MIR521-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR629,22,2,3,1,1,3,6,2,3,2,4,8,5,0,2,8,4,3,1,3,2,3,4,4,1,2,3,0,1,3,5,3,2,2,3,1,5,1,13,2,5,4,1,1,0,4,3,1,3,2,3,4,2,8,2,5,3,5,5,3,1,1,1,0,3,1,0,5,4,0,3,2,3,2
MIR1279,2,2,1,3,0,6,1,0,2,1,0,0,6,1,3,0,4,0,3,0,2,0,3,8,6,10,2,0,1,3,1,3,0,3,3,3,3,0,9,1,3,3,0,4,2,7,2,4,2,5,8,6,2,3,3,3,3,2,5,5,1,2,2,0,5,5,5,1,0,4,0,0,1,3
MIR569,7,4,4,5,2,4,3,3,1,3,10,4,0,6,6,5,6,3,2,4,6,3,2,4,4,2,3,1,4,3,0,6,5,0,9,0,3,3,4,14,3,1,9,9,1,5,16,10,3,5,4,4,5,4,3,7,4,2,2,5,3,5,4,8,6,7,4,8,10,7,8,5,8,9
MIR4641,0,1,3,0,2,0,2,1,2,2,2,0,1,0,1,2,2,2,1,1,1,1,1,1,2,4,1,0,0,0,0,3,1,0,1,2,1,1,3,1,3,1,3,0,2,3,2,1,1,2,1,0,0,0,2,5,2,0,0,1,2,1,0,1,1,2,0,2,3,1,2,1,2,1
MIR6082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
MIR4454,1,0,0,2,1,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MIR943,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1
MIR369,0,0,3,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,14,0,0,0,0,0,0,0,5,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,3
MIR1306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR1908,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
MIR4650-2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR924,0,3,5,17,9,8,1,7,5,5,4,9,4,4,7,4,3,3,2,3,13,5,3,8,5,5,8,3,13,6,1,1,18,6,10,4,14,8,4,6,5,1,4,12,4,6,4,7,14,5,8,2,12,3,8,3,7,0,1,3,4,9,3,10,8,9,5,7,1,3,6,6,2,3
MIR345,2,7,1,17,5,0,1,4,0,5,13,34,8,9,7,0,3,3,3,2,4,14,9,1,3,3,3,0,27,1,2,3,3,9,3,4,7,11,2,0,8,1,8,1,6,1,3,11,4,0,3,0,16,1,6,11,5,4,10,2,4,1,4,14,2,1,4,3,8,6,0,7,1,11
MIR548H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
MIR4420,85,15,15,19,41,49,87,17,21,16,21,61,13,16,36,13,12,31,65,32,29,26,24,42,40,28,108,19,21,73,8,38,8,52,65,8,77,12,59,48,19,53,7,16,18,31,19,12,11,25,98,28,32,39,50,19,5,45,31,56,77,16,33,17,6,16,26,63,77,14,15,15,21,16
MIR4295,14,4,1,17,6,5,6,2,8,3,3,24,7,10,12,0,4,7,5,8,9,5,4,3,5,9,5,5,2,1,0,8,4,8,8,1,3,2,4,13,8,5,3,6,18,10,4,8,5,11,8,6,7,7,3,7,7,5,8,2,5,6,7,1,3,4,8,13,15,6,16,5,5,2
MIR1250,6,9,8,5,12,0,3,8,0,3,5,8,5,0,14,2,10,0,0,1,2,5,4,0,5,3,3,4,6,2,0,1,2,1,6,25,4,7,5,3,10,2,3,13,2,19,0,4,6,9,3,8,4,2,4,10,5,1,3,0,3,5,2,1,2,9,0,5,16,2,4,4,6,13
MIR7108,6,1,4,2,2,1,2,4,1,1,1,4,2,1,1,3,2,2,1,2,5,1,4,2,2,1,2,0,0,1,1,2,5,1,2,1,1,1,1,1,6,4,4,1,1,1,1,3,1,1,1,3,2,1,2,1,1,3,1,3,5,1,1,1,1,1,0,4,1,2,5,1,3,5
MIR4464,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,1,2,0,2,4,2,0,0,3,5,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0
MIR3622A,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
MIR4691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR449A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5691,0,0,1,3,0,0,1,1,5,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0
MIR1205,16,6,8,8,8,3,3,12,5,9,4,14,6,6,7,4,9,3,1,2,13,8,19,11,16,14,3,2,19,4,3,10,31,6,2,9,13,5,2,8,14,10,11,34,7,17,14,14,24,14,0,3,8,0,12,1,9,15,6,0,6,18,10,10,4,10,8,25,4,13,8,15,10,19
MIR3201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR130B,1,2,1,1,1,1,1,1,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,0,1,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1
MIR4782,6,6,2,3,2,6,2,3,3,3,5,5,1,2,6,1,5,2,6,1,7,1,4,2,4,10,4,0,3,2,3,6,1,3,4,2,18,3,13,3,10,16,1,2,2,15,1,7,6,1,4,2,4,6,10,7,17,1,8,10,3,1,5,6,10,4,3,5,6,1,4,1,4,13
MIR208A,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
MIR3121,6,9,3,5,5,3,5,5,4,13,9,1,6,7,7,9,8,3,6,4,10,3,6,0,8,6,7,9,1,2,2,10,2,5,6,4,13,2,10,2,8,6,4,10,6,3,7,5,6,14,6,5,13,8,5,6,3,8,3,1,7,8,5,5,1,10,6,11,10,8,7,9,5,5
MIR7112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
MIR5587,23,17,12,17,23,13,6,20,6,13,13,57,11,15,20,4,11,18,18,12,25,16,17,13,14,34,11,7,10,8,3,26,25,21,15,17,27,23,7,13,21,11,11,10,10,28,8,28,23,7,6,37,17,8,12,20,10,11,16,4,28,28,20,9,19,26,11,31,11,37,12,19,7,24
MIR4286,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR4787,19,32,13,66,2,11,15,6,18,8,71,28,6,3,5,1,38,10,1,23,10,15,19,29,5,19,34,46,23,7,9,5,5,11,64,11,5,54,5,11,26,3,23,77,3,1,17,7,12,19,14,19,98,16,22,16,28,9,16,2,18,10,0,90,8,81,24,14,4,1,11,26,0,245
MIR619,8,3,8,5,2,6,2,3,2,7,13,38,2,3,13,4,21,1,7,1,12,11,7,16,8,6,4,1,4,4,6,9,5,16,8,6,3,11,0,7,5,8,7,7,3,7,4,6,1,1,3,18,11,7,11,16,11,5,5,8,3,4,4,9,4,1,3,14,9,6,5,5,2,5
MIR4522,0,3,6,10,0,2,0,1,12,1,2,2,1,1,2,4,0,1,2,2,0,6,5,5,0,0,0,0,12,6,2,6,3,1,3,1,2,11,2,5,0,4,2,1,4,0,0,4,6,0,0,0,4,0,0,3,1,7,0,1,1,4,2,1,2,1,0,4,11,1,1,3,0,6
MIR557,4,0,0,2,0,0,3,0,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
MIR551B,3,0,3,1,0,0,0,1,1,0,6,0,1,4,1,5,10,1,0,2,0,3,1,1,3,1,4,3,1,1,3,0,0,4,1,1,2,4,1,1,2,0,5,1,1,1,2,0,0,1,2,1,4,1,1,5,5,1,1,1,1,0,1,1,2,1,1,0,4,0,1,0,1,5
MIR3180-1,1,1,1,6,1,1,1,2,1,0,0,1,0,0,0,5,1,0,1,0,1,1,3,2,1,5,0,0,2,0,3,1,0,1,1,0,1,2,1,1,2,0,2,1,0,1,0,0,0,0,1,1,6,1,1,1,1,0,1,0,1,1,0,2,2,0,0,0,4,1,0,2,1,1
MIR8064,9,6,11,6,3,5,5,6,7,13,11,6,5,7,8,7,10,3,7,6,14,7,6,9,16,7,5,3,8,8,3,7,3,0,4,3,8,8,1,3,6,4,10,6,7,17,4,20,9,8,10,5,3,1,11,5,5,4,16,0,8,15,5,4,7,5,4,9,7,3,15,7,12,10
MIR187,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1
MIR7162,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,2,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
MIR7855,1,1,1,2,1,1,2,7,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,4,1,1,1,0,0,1,1,4,39,1,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,0,1,1,6,1,1,1,1,1,5,1,1,1,1,1,3,2,1,1,6,5,1,1
MIR3134,9,11,16,24,6,22,93,15,3,19,16,19,16,20,69,5,40,64,3,6,25,7,10,4,28,18,88,21,21,21,5,9,13,24,19,33,14,20,30,10,26,14,17,30,20,33,19,16,18,7,66,21,66,38,8,32,12,11,29,45,16,6,18,27,14,20,5,30,41,11,19,45,16,22
MIR200A,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,5,1,0,1,0,0,0,0,1,0,0,2,0,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR4786,11,9,5,7,4,6,4,11,2,0,5,19,7,3,1,2,6,10,2,0,7,4,11,4,2,4,3,3,9,2,5,3,8,15,9,13,5,8,5,6,8,4,4,18,4,7,4,6,3,5,3,9,11,4,3,8,10,1,4,4,10,4,4,5,3,6,9,8,9,7,3,6,1,18
MIR4727,4,2,7,5,6,1,0,4,2,2,9,1,5,2,4,2,7,4,3,1,2,3,3,0,12,3,4,6,6,2,2,3,1,4,15,1,1,16,0,5,4,2,1,1,4,1,0,1,3,3,3,2,5,1,4,4,13,7,3,5,3,0,1,6,0,6,1,22,4,1,1,5,2,3
MIR3941,0,5,10,1,0,5,0,2,0,0,2,2,0,0,2,1,9,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,3,1,0,1,3,2,3,2,1,3,0,3,0,0,0,0,0,3,0,1,7,0,0,5,3,0,3,0,0,0,0,1,1,0,0,3,3,0,5,0,2,0
